Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E1,2003-09-13,Sunderland,Crystal Palace,2,1,H,0,0,D,G Salisbury,9,5,4,2,9,12,6,2,3,2,0,0,1.72,3.25,4.33,1.75,3.4,4.35,1.85,3.2,3.5,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.85,1.85,1.83,1.83,1.8,2.0,-0.5,1.8,2.05,-0.5,1.825,2.025,-0.5
E1,2003-09-13,Walsall,Derby,0,1,A,0,0,D,M Clattenburg,11,10,6,5,15,13,7,7,0,2,0,0,1.83,3.25,3.75,1.9,3.3,3.75,1.9,3.2,3.4,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,1.85,1.85,1.83,1.83,1.9,1.9,-0.5,1.95,1.9,-0.5,1.95,1.9,-0.5
E1,2003-09-13,Watford,Millwall,3,1,H,2,1,H,B Knight,15,5,10,4,18,19,10,4,4,4,0,1,2.5,3.2,2.5,2.55,3.3,2.5,2.4,3.2,2.4,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.95,1.79,1.9,1.8,1.9,1.9,0.0,2.05,1.8,0.0,1.95,1.9,-0.5
E1,2003-09-13,West Brom,Ipswich,4,1,H,2,0,H,C Foy,11,3,6,3,9,7,9,11,3,1,0,0,1.72,3.25,4.33,1.7,3.4,4.75,1.75,3.2,4.0,1.615,3.25,5.0,1.62,3.4,5.0,1.72,3.25,4.33,1.61,3.3,5.0,1.85,1.85,1.9,1.8,1.95,1.85,-0.75,1.85,2.0,-0.75,1.9,1.95,-0.75
E1,2003-09-13,West Ham,Reading,1,0,H,1,0,H,D Gallagher,11,5,10,3,12,19,6,5,4,2,0,0,1.83,3.25,3.75,1.83,3.4,3.95,1.85,3.2,3.5,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,1.79,1.9,1.9,1.8,1.9,1.9,-0.5,1.95,1.9,-0.5,2.0,1.85,-0.5
E1,2003-09-13,Wimbledon,Wigan,2,4,A,1,3,A,M Cooper,8,12,4,8,12,19,2,7,2,4,0,0,2.62,3.2,2.37,2.7,3.25,2.4,2.5,3.2,2.3,2.75,3.2,2.25,2.62,3.2,2.38,2.7,3.2,2.3,2.6,3.1,2.4,1.75,1.95,1.8,1.9,1.85,1.95,0.25,1.95,1.9,0.25,1.9,1.95,0.25
E1,2003-09-16,Burnley,Nott'm Forest,0,3,A,0,1,A,A Kaye,14,8,7,4,11,11,10,2,0,3,0,0,2.5,3.2,2.5,2.5,3.2,2.65,2.4,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.79,1.9,1.8,1.9,1.85,1.95,0.0,1.8,2.05,0.0,1.9,1.95,0.0
E1,2003-09-16,Crewe,West Ham,0,3,A,0,3,A,A Butler,8,17,4,11,6,15,8,8,0,1,0,0,3.5,3.25,1.9,3.4,3.3,2.0,3.1,3.2,2.0,3.0,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.4,3.25,1.9,1.95,1.75,1.9,1.8,1.8,2.0,0.5,1.85,2.0,0.25,1.95,1.9,0.25
E1,2003-09-16,Crystal Palace,Bradford,0,1,A,0,1,A,T Parkes,13,9,5,5,6,5,9,1,2,1,0,0,1.66,3.4,4.5,1.67,3.4,5.0,1.65,3.3,4.4,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.79,1.9,1.83,1.83,1.95,1.85,-0.75,2.05,1.8,-1.0,1.8,2.05,-0.75
E1,2003-09-16,Gillingham,Norwich,1,2,A,1,1,D,Graham Barber,11,8,4,4,18,22,3,5,3,3,0,0,2.37,3.2,2.62,2.45,3.2,2.7,2.3,3.1,2.6,2.38,3.2,2.6,2.3,3.2,2.7,2.3,3.2,2.7,2.4,3.25,2.5,1.85,1.85,1.9,1.8,1.85,1.95,0.0,2.05,1.8,-0.25,2.075,1.775,-0.25
E1,2003-09-16,Ipswich,Walsall,2,1,H,1,1,D,L Cable,18,9,13,6,12,11,12,6,3,1,0,0,1.72,3.25,4.33,1.77,3.4,4.25,1.8,3.2,3.6,1.73,3.5,3.75,1.73,3.4,4.2,1.73,3.4,4.2,1.8,3.3,3.75,1.85,1.85,1.8,1.9,1.75,2.05,-0.5,1.75,2.1,-0.5,1.85,2.0,-0.5
E1,2003-09-16,Millwall,Wimbledon,2,0,H,1,0,H,P Durkin,16,8,8,2,17,11,10,4,0,5,0,0,1.61,3.6,4.5,1.62,3.55,5.2,1.6,3.4,4.6,1.62,3.5,4.5,1.57,3.4,5.5,1.62,3.4,5.0,1.57,3.5,5.0,1.65,2.2,1.8,1.9,2.05,1.75,-1.0,2.1,1.7,-1.0,1.875,1.975,-0.75
E1,2003-09-16,Preston,Coventry,4,2,H,2,1,H,E Evans,12,14,7,7,23,12,5,6,2,1,0,2,2.1,3.25,3.0,2.1,3.3,3.2,2.0,3.2,3.1,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.85,1.85,1.9,1.8,1.85,1.95,-0.25,1.85,2.0,-0.25,1.85,2.0,-0.25
E1,2003-09-16,Reading,Cardiff,2,1,H,0,1,A,M Fletcher,14,12,8,7,13,10,9,4,3,2,0,0,1.83,3.25,3.75,1.87,3.35,3.85,1.9,3.2,3.4,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1.85,1.85,1.83,1.83,1.9,1.9,-0.5,2.0,1.85,-0.5,2.05,1.8,-0.5
E1,2003-09-16,Sheffield United,Rotherham,5,0,H,2,0,H,C Webster,12,11,9,6,13,17,4,4,0,3,0,0,1.57,3.4,5.5,1.62,3.5,5.25,1.55,3.5,4.8,1.62,3.25,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5.0,1.85,1.85,1.83,1.83,1.85,1.95,-0.75,2.0,1.85,-1.0,2.075,1.775,-1.0
E1,2003-09-16,Stoke,Sunderland,3,1,H,3,0,H,Mike Pike,13,11,7,8,17,12,5,8,2,5,0,1,2.8,3.25,2.2,2.9,3.2,2.3,2.9,3.0,2.2,2.75,3.25,2.2,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.2,2.2,1.85,1.85,1.83,1.83,1.8,2.0,0.25,1.75,2.1,0.25,2.0,1.85,0.0
E1,2003-09-16,Wigan,West Brom,1,0,H,1,0,H,M Jones,14,10,6,6,14,13,5,8,1,0,0,0,2.5,3.2,2.5,2.6,3.2,2.55,2.5,3.0,2.5,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.85,1.9,1.8,1.9,1.9,0.0,2.0,1.85,-0.25,2.075,1.775,-0.25
E1,2003-09-17,Derby,Watford,3,2,H,1,1,D,M Dean,17,5,9,3,13,12,4,4,0,3,0,1,2.1,3.25,3.0,2.1,3.3,3.2,2.1,3.1,3.0,2.1,3.4,2.88,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.75,1.95,1.9,1.8,1.85,1.95,-0.25,1.85,2.0,-0.25,1.825,2.025,-0.25
E1,2003-09-20,Burnley,Bradford,4,0,H,1,0,H,M Dean,22,14,15,6,6,9,3,9,0,0,0,0,2.0,3.25,3.25,1.95,3.45,3.4,2.1,3.0,3.1,1.727,3.4,4.0,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.4,3.25,1.85,1.85,1.8,1.9,2.2,1.65,-0.75,1.95,1.9,-0.5,2.075,1.775,-0.5
E1,2003-09-20,Crewe,Nott'm Forest,3,1,H,0,0,D,M Clattenburg,19,8,9,3,7,16,5,5,1,2,0,0,2.62,3.2,2.37,2.7,3.2,2.4,2.8,3.1,2.2,3.0,3.2,2.1,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2,1.85,1.85,1.9,1.8,2.15,1.7,0.0,1.9,1.95,0.25,2.025,1.825,0.0
E1,2003-09-20,Crystal Palace,West Brom,2,2,D,0,0,D,P Danson,9,9,6,6,12,15,6,6,3,5,0,0,2.62,3.2,2.37,2.63,3.15,2.45,2.4,3.2,2.4,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.6,3.1,2.4,2.0,1.71,1.9,1.8,2.0,1.8,0.0,2.05,1.8,0.0,2.0,1.85,0.0
E1,2003-09-20,Derby,Sunderland,1,1,D,0,0,D,P Walton,13,15,8,9,17,7,5,11,1,1,0,0,2.62,3.2,2.37,2.9,3.2,2.3,2.4,3.2,2.4,2.75,3.25,2.2,2.5,3.2,2.5,2.7,3.2,2.3,2.62,3.2,2.3,1.79,1.9,1.83,1.83,1.75,2.05,0.25,2.05,1.8,0.0,2.075,1.775,0.0
E1,2003-09-20,Gillingham,West Ham,2,0,H,0,0,D,P Armstrong,9,7,3,2,12,15,8,6,2,2,0,1,3.5,3.25,1.9,3.55,3.3,1.95,3.3,3.3,1.9,3.5,3.4,1.833,3.5,3.25,1.91,3.25,3.25,2.0,3.75,3.3,1.8,1.75,1.95,1.8,1.9,1.65,2.2,0.75,,,,1.825,2.025,0.5
E1,2003-09-20,Ipswich,Wimbledon,4,1,H,2,1,H,A Penn,14,10,5,3,10,12,11,3,3,1,0,0,1.61,3.6,4.5,1.65,3.55,4.95,1.7,3.3,4.0,1.571,3.5,5.0,1.62,3.4,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.71,2.0,1.66,2.1,2.15,1.7,-1.0,1.75,2.1,-0.75,1.8,2.05,-0.75
E1,2003-09-20,Millwall,Walsall,2,1,H,1,1,D,P Prosser,16,8,7,4,23,20,8,4,4,5,0,0,1.66,3.4,4.5,1.73,3.5,4.3,1.7,3.3,4.0,1.727,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.4,4.0,1.85,1.85,1.8,1.9,2.12,1.7,-1.0,1.9,1.95,-0.75,2.0,1.85,-0.75
E1,2003-09-20,Preston,Rotherham,4,1,H,1,1,D,G Laws,15,9,9,2,17,14,6,4,2,4,0,1,1.72,3.5,4.0,1.75,3.45,4.3,1.7,3.3,4.0,1.727,3.4,4.0,1.73,3.5,4.0,1.75,3.4,4.0,1.66,3.4,4.33,1.85,1.85,1.83,1.83,2.2,1.65,-1.0,1.9,1.95,-0.75,2.075,1.775,-0.75
E1,2003-09-20,Reading,Coventry,1,2,A,1,1,D,P Crossley,8,17,5,9,12,13,6,3,1,1,0,0,1.61,3.6,4.5,1.67,3.5,4.5,1.7,3.3,4.0,1.615,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.65,2.05,1.83,1.83,2.15,1.7,-1.0,1.85,2.0,-0.75,1.9,1.95,-0.75
E1,2003-09-20,Sheffield United,Cardiff,5,3,H,0,0,D,M Riley,15,16,8,13,18,18,7,6,2,3,0,0,1.8,3.25,4.0,1.87,3.4,3.8,1.8,3.3,3.6,1.727,3.4,4.0,1.83,3.25,3.75,1.83,3.3,3.75,1.83,3.2,3.75,1.71,2.0,1.8,1.9,2.05,1.75,-0.75,1.8,2.05,-0.5,1.9,1.95,-0.5
E1,2003-09-20,Stoke,Norwich,1,1,D,1,0,H,P Joslin,14,11,8,8,14,12,5,3,2,0,0,0,2.37,3.2,2.62,2.35,3.2,2.8,2.2,3.1,2.8,2.4,3.25,2.5,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.2,2.62,1.9,1.79,1.9,1.8,1.9,1.9,0.0,1.8,2.05,0.0,1.825,2.025,0.0
E1,2003-09-20,Wigan,Watford,1,0,H,1,0,H,R Beeby,13,3,9,2,11,10,11,3,1,0,0,0,1.61,3.6,4.5,1.7,3.4,4.7,1.65,3.4,4.2,1.727,3.4,4.0,1.57,3.5,5.0,1.61,3.4,5.0,1.61,3.3,5.0,1.85,1.85,1.83,1.83,2.1,1.7,-1.0,2.0,1.85,-1.0,1.825,2.025,-0.75
E1,2003-09-27,Bradford,Sheffield United,1,2,A,1,1,D,P Taylor,14,11,7,7,13,13,6,2,2,2,1,0,2.75,3.25,2.25,2.9,3.25,2.25,2.6,3.0,2.2,2.75,3.2,2.25,2.88,3.2,2.2,2.87,3.2,2.2,3.0,3.2,2.1,1.79,1.9,1.8,1.9,2.0,1.8,0.25,2.0,1.85,0.25,1.975,1.875,0.25
E1,2003-09-27,Cardiff,Crewe,3,0,H,1,0,H,A Wiley,18,12,13,8,8,6,7,5,0,0,0,0,1.72,3.5,4.0,1.72,3.3,4.65,1.7,3.2,3.7,1.667,3.4,4.333,1.67,3.4,4.5,1.75,3.4,4.0,1.66,3.3,4.5,1.79,1.9,1.8,1.9,1.95,1.85,-0.75,2.0,1.85,-0.75,1.825,2.025,-0.5
E1,2003-09-27,Coventry,Wigan,1,1,D,0,0,D,M Thorpe,15,10,8,4,13,16,6,8,0,3,0,1,2.6,3.2,2.4,2.55,3.25,2.5,2.35,3.0,2.35,2.75,3.2,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.9,1.79,1.9,1.8,1.9,1.9,0.0,1.85,2.0,0.0,1.9,1.95,0.0
E1,2003-09-27,Norwich,Crystal Palace,2,1,H,1,1,D,B Curson,22,7,12,2,16,16,8,3,2,5,0,0,1.8,3.25,4.0,1.83,3.3,4.0,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,1.85,1.85,1.83,1.83,1.83,1.97,-0.5,2.1,1.75,-0.5,2.025,1.825,-0.5
E1,2003-09-27,Nott'm Forest,Derby,1,1,D,1,1,D,S Mathieson,7,10,3,4,17,22,5,3,2,1,1,0,1.8,3.25,4.0,1.72,3.3,4.65,1.7,3.2,3.7,1.615,3.5,4.5,1.67,3.4,4.5,1.72,3.4,4.2,1.72,3.25,4.2,1.85,1.85,1.83,1.83,1.9,1.9,-0.75,1.85,2.0,-0.75,1.975,1.875,-0.75
E1,2003-09-27,Rotherham,Gillingham,1,1,D,0,1,A,M Fletcher,14,5,10,4,16,14,7,5,2,2,0,0,2.37,3.2,2.62,2.38,3.2,2.75,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.63,2.37,3.2,2.62,2.37,3.1,2.62,1.9,1.79,1.9,1.8,2.0,1.8,-0.25,1.8,2.05,0.0,1.825,2.025,0.0
E1,2003-09-27,Sunderland,Reading,2,0,H,2,0,H,H Webb,11,10,5,6,12,13,4,5,0,1,0,0,2.1,3.25,3.0,2.0,3.25,3.45,2.0,3.1,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.2,3.0,1.85,1.85,1.83,1.83,1.9,1.9,-0.25,1.95,1.9,-0.25,2.025,1.825,-0.25
E1,2003-09-27,Walsall,Preston,2,1,H,0,0,D,D Crick,15,6,9,2,10,11,3,8,1,2,0,0,2.37,3.2,2.62,2.38,3.2,2.75,2.3,3.0,2.4,2.375,3.2,2.6,2.38,3.2,2.63,2.3,3.2,2.7,2.37,3.1,2.62,1.85,1.85,1.83,1.83,1.8,2.0,0.0,1.75,2.1,0.0,1.85,2.05,0.0
E1,2003-09-27,Watford,Ipswich,1,2,A,0,0,D,A Leake,7,12,5,9,13,12,11,5,0,2,0,0,2.37,3.2,2.62,2.38,3.2,2.75,2.3,3.0,2.4,2.2,3.25,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.79,1.9,1.8,1.9,1.83,1.97,0.0,1.75,2.1,0.0,1.825,2.025,0.0
E1,2003-09-27,West Brom,Stoke,1,0,H,0,0,D,G Laws,14,5,8,2,8,12,9,4,0,2,1,2,1.57,3.4,5.5,1.58,3.4,5.9,1.5,3.5,4.5,1.615,3.25,5.0,1.53,3.4,6.0,1.53,3.4,6.0,1.5,3.4,6.0,1.9,1.79,1.9,1.8,1.9,1.9,-1.0,1.95,1.9,-1.0,2.05,1.8,-1.0
E1,2003-09-27,Wimbledon,Burnley,2,2,D,0,2,A,M Warren,15,7,8,6,12,12,3,8,2,3,0,1,2.5,3.2,2.5,2.6,3.25,2.45,2.3,3.1,2.3,2.625,3.4,2.25,2.5,3.2,2.5,2.6,3.25,2.37,2.5,3.25,2.4,1.71,2.0,1.72,2.0,1.95,1.85,0.0,2.05,1.8,0.0,2.025,1.825,0.0
E1,2003-09-28,West Ham,Millwall,1,1,D,1,0,H,M Halsey,8,7,6,6,8,16,5,4,2,2,0,0,1.72,3.25,4.33,1.72,3.3,4.65,1.7,3.2,3.7,1.727,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.9,1.79,1.9,1.8,1.85,1.95,-0.75,1.9,1.95,-0.75,1.975,1.875,-0.75
E1,2003-09-29,Walsall,Gillingham,2,1,H,1,0,H,F Stretton,17,5,9,2,10,17,12,6,1,1,0,0,2.2,3.25,2.8,2.25,3.3,2.82,2.1,3.0,2.8,2.2,3.2,2.8,2.2,3.25,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.85,,,2.0,1.8,-0.25,2.0,1.85,-0.25,2.0,1.85,-0.25
E1,2003-09-30,Bradford,Derby,1,2,A,0,1,A,P Dowd,15,10,6,7,12,21,5,4,2,2,0,0,2.2,3.25,2.8,2.33,3.25,2.75,2.2,3.0,2.6,2.25,3.2,2.75,2.38,3.2,2.62,2.3,3.2,2.7,2.4,3.25,2.5,1.75,1.95,1.83,1.83,2.08,1.75,-0.25,2.05,1.8,-0.25,2.05,1.8,-0.25
E1,2003-09-30,Cardiff,Wigan,0,0,D,0,0,D,R Styles,13,9,6,1,8,11,8,3,1,2,0,0,2.25,3.25,2.75,2.33,3.25,2.75,2.1,3.0,2.8,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.79,1.9,1.8,1.9,2.08,1.75,-0.25,2.0,1.85,-0.25,2.1,1.75,-0.25
E1,2003-09-30,Norwich,Reading,2,1,H,1,1,D,K Hill,13,9,6,5,13,16,5,8,0,0,0,0,2.1,3.25,3.0,2.1,3.25,3.15,1.9,3.1,3.0,2.0,3.2,3.2,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.79,1.9,1.83,1.83,1.8,2.0,-0.25,1.8,2.05,-0.25,1.8,2.05,-0.25
E1,2003-09-30,Rotherham,Stoke,3,0,H,1,0,H,C Boyeson,11,11,9,4,11,9,10,3,1,3,0,0,2.3,3.2,2.7,2.3,3.25,2.8,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,1.9,1.79,2.0,1.72,2.0,1.8,-0.25,1.9,1.95,-0.25,2.05,1.8,-0.25
E1,2003-09-30,Sunderland,Ipswich,3,2,H,1,1,D,S Mathieson,16,6,11,4,11,15,8,6,3,1,0,0,1.8,3.25,4.0,1.9,3.35,3.62,1.8,3.2,3.3,1.73,3.4,4.0,1.83,3.25,3.75,1.91,3.25,3.5,1.9,3.3,3.3,1.75,1.95,1.9,1.8,1.9,1.9,-0.5,2.05,1.8,-0.5,1.95,1.9,-0.5
E1,2003-09-30,Watford,Burnley,1,1,D,1,0,H,A Hall,11,12,5,7,11,11,9,5,4,3,1,0,2.3,3.2,2.7,2.38,3.25,2.68,2.2,3.0,2.6,2.4,3.25,2.5,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3.1,2.62,1.75,1.95,1.8,1.9,1.8,2.0,0.0,1.8,2.05,0.0,1.75,2.1,0.0
E1,2003-09-30,West Brom,Millwall,2,1,H,2,1,H,C Webster,15,5,10,4,15,16,2,1,2,2,0,0,1.72,3.5,4.0,1.68,3.4,4.75,1.7,3.3,3.6,1.62,3.5,4.5,1.67,3.4,4.5,1.67,3.4,4.5,1.66,3.3,4.5,1.79,1.9,1.83,1.83,1.95,1.85,-0.75,2.1,1.75,-0.75,2.025,1.825,-0.75
E1,2003-09-30,Wimbledon,Sheffield United,1,2,A,0,0,D,S Dunn,9,6,5,4,12,14,4,4,1,3,0,0,3.5,3.25,1.9,3.8,3.4,1.85,3.0,3.1,1.9,3.75,3.25,1.8,3.5,3.25,1.91,3.5,3.25,1.91,3.75,3.2,1.83,1.71,2.0,1.72,2.0,1.95,1.85,0.5,1.85,2.0,0.5,1.925,1.925,0.5
E1,2003-10-01,Coventry,Crewe,2,0,H,0,0,D,J Ross,20,9,10,5,12,8,11,3,2,1,0,0,1.9,3.25,3.5,1.85,3.4,3.8,1.8,3.2,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.83,3.2,3.75,1.79,1.9,1.83,1.83,1.85,1.95,-0.5,1.85,1.95,-0.5,1.95,1.9,-0.5
E1,2003-10-01,Nott'm Forest,Preston,0,1,A,0,1,A,R Beeby,11,13,2,8,9,13,11,6,0,3,0,0,1.66,3.4,4.5,1.68,3.4,4.75,1.7,3.3,3.6,1.67,3.25,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.3,4.5,1.71,2.0,1.83,1.83,1.95,1.85,-0.75,1.95,1.85,-0.75,1.975,1.875,-0.75
E1,2003-10-01,West Ham,Crystal Palace,3,0,H,2,0,H,M Jones,10,16,9,7,20,10,3,5,1,2,0,0,1.66,3.4,4.5,1.63,3.45,5.1,1.7,3.3,3.6,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.75,1.95,1.83,1.83,1.9,1.9,-0.75,1.9,1.9,-0.75,1.9,1.95,-0.75
E1,2003-10-04,Burnley,Walsall,3,1,H,1,1,D,M Jones,14,6,6,2,8,8,7,6,0,3,0,0,1.8,3.25,4.0,1.81,3.35,4.0,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75,1.75,1.95,1.8,1.9,1.8,2.0,-0.5,1.9,1.95,-0.5,1.9,1.95,-0.5
E1,2003-10-04,Crewe,Watford,0,1,A,0,0,D,F Stretton,9,6,5,3,16,15,11,4,0,2,0,1,2.0,3.25,3.25,1.9,3.33,3.7,1.85,3.2,3.1,1.833,3.2,3.75,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.4,3.25,1.79,1.9,1.9,1.8,1.9,1.9,-0.5,2.0,1.85,-0.5,1.825,2.025,-0.25
E1,2003-10-04,Crystal Palace,Cardiff,2,1,H,1,0,H,C Penton,8,6,6,3,13,15,8,1,2,3,0,2,2.37,3.2,2.62,2.25,3.25,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.2,3.2,2.8,1.71,2.0,1.8,1.9,2.05,1.77,-0.25,2.0,1.85,-0.25,1.8,2.05,0.0
E1,2003-10-04,Derby,West Ham,0,1,A,0,0,D,M Fletcher,13,9,6,6,15,11,8,6,1,2,0,0,3.0,3.25,2.1,3.1,3.25,2.15,2.8,3.0,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.9,1.79,1.8,1.9,1.95,1.85,0.25,2.0,1.85,0.25,2.025,1.825,0.25
E1,2003-10-04,Gillingham,West Brom,0,2,A,0,2,A,D Crick,2,6,0,4,15,12,2,3,2,0,0,0,3.25,3.25,2.0,3.15,3.25,2.1,2.6,3.0,2.2,2.75,3.2,2.25,3.0,3.25,2.1,3.0,3.25,2.1,3.1,3.1,2.1,1.85,1.85,1.9,1.8,1.9,1.9,0.25,1.85,2.0,0.25,2.0,1.85,0.25
E1,2003-10-04,Ipswich,Rotherham,2,1,H,0,0,D,A D'Urso,11,8,6,5,11,14,5,4,2,2,0,2,1.66,3.4,4.5,1.61,3.45,5.25,1.6,3.3,4.0,1.533,3.5,5.5,1.62,3.4,5.0,1.61,3.4,5.0,1.53,3.4,5.5,1.71,2.0,1.72,2.0,1.85,1.95,-0.75,2.1,1.75,-1.0,1.85,2.0,-0.75
E1,2003-10-04,Millwall,Coventry,2,1,H,0,0,D,P Joslin,6,8,4,5,21,10,3,6,1,4,1,0,1.8,3.25,4.0,1.85,3.35,3.8,1.75,3.2,3.5,1.727,3.4,4.0,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.4,4.0,1.85,1.85,1.8,1.9,1.85,1.95,-0.5,2.1,1.75,-0.5,1.9,1.95,-0.5
E1,2003-10-04,Preston,Wimbledon,1,0,H,1,0,H,C Boyeson,17,10,7,6,21,13,6,6,0,2,0,1,1.57,3.6,5.0,1.6,3.6,5.0,1.5,3.5,4.5,1.5,3.4,6.0,1.57,3.5,5.0,1.61,3.4,5.0,1.53,3.4,5.5,1.6,2.15,1.66,2.1,1.8,2.0,-0.75,2.0,1.85,-1.0,2.0,1.85,-1.0
E1,2003-10-04,Reading,Bradford,2,2,D,1,1,D,P Walton,19,9,13,5,8,11,14,0,0,5,0,0,1.66,3.4,4.5,1.67,3.4,4.8,1.6,3.3,4.0,1.571,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.71,2.0,1.8,1.9,1.8,2.0,-0.75,1.75,2.1,-0.75,1.85,2.0,-0.75
E1,2003-10-04,Sheffield United,Sunderland,0,1,A,0,0,D,P Danson,12,8,10,3,12,17,10,3,3,3,0,1,1.9,3.25,3.5,1.9,3.25,3.75,1.9,3.1,3.0,1.909,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.9,3.2,3.5,1.71,2.0,1.72,2.0,1.9,1.9,-0.5,1.95,1.9,-0.5,2.1,1.75,-0.5
E1,2003-10-04,Stoke,Nott'm Forest,2,1,H,2,0,H,N Barry,11,12,6,7,9,11,6,10,2,1,0,0,2.5,3.2,2.5,2.65,3.2,2.45,2.4,3.0,2.3,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.71,2.0,1.83,1.83,2.0,1.8,0.0,2.05,1.8,0.0,1.925,1.925,0.0
E1,2003-10-04,Wigan,Norwich,1,1,D,1,0,H,R Pearson,16,11,16,10,7,14,6,4,0,2,0,0,2.0,3.25,3.25,1.95,3.25,3.55,1.9,3.0,3.1,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.8,3.3,3.75,1.9,1.79,1.9,1.8,1.95,1.85,-0.5,2.0,1.85,-0.5,2.05,1.8,-0.5
E1,2003-10-11,Bradford,Ipswich,0,1,A,0,1,A,G Laws,6,16,4,10,17,17,6,13,0,1,0,0,2.5,3.2,2.5,2.6,3.25,2.45,2.5,3.1,2.2,2.62,3.4,2.25,2.62,3.2,2.38,2.6,3.2,2.4,2.62,3.2,2.3,1.79,1.9,1.72,2.0,1.95,1.85,0.0,,,,1.95,1.9,0.0
E1,2003-10-11,Derby,Wigan,2,2,D,1,2,A,P Prosser,13,20,8,15,18,19,3,4,4,2,0,0,2.5,3.2,2.5,2.65,3.25,2.4,2.5,3.1,2.2,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.75,3.2,2.25,1.9,1.79,2.0,1.72,2.0,1.8,0.0,,,,1.975,1.875,0.0
