year,team,type_rating,value_rating
2020,Albacete,static_ft_total_g>35,125.9
2007,Malaga,static_ft_total_g>35,196.9
2008,Malaga,static_ft_total_g>35,154.9
2009,Malaga,static_ft_total_g>35,231.2
2010,Malaga,static_ft_total_g>35,196.9
2011,Malaga,static_ft_total_g>35,270.6
2012,Malaga,static_ft_total_g>35,289.0
2013,Malaga,static_ft_total_g>35,310.2
2014,Malaga,static_ft_total_g>35,291.6
2015,Malaga,static_ft_total_g>35,252.1
2016,Malaga,static_ft_total_g>35,196.8
2017,Malaga,static_ft_total_g>35,210.1
2018,Malaga,static_ft_total_g>35,199.7
2019,Malaga,static_ft_total_g>35,173.3
2020,Malaga,static_ft_total_g>35,144.4
2007,Elche,static_ft_total_g>35,109.8
2008,Elche,static_ft_total_g>35,110.0
2009,Elche,static_ft_total_g>35,139.1
2010,Elche,static_ft_total_g>35,141.7
2011,Elche,static_ft_total_g>35,149.4
2012,Elche,static_ft_total_g>35,154.5
2013,Elche,static_ft_total_g>35,154.4
2014,Elche,static_ft_total_g>35,167.8
2015,Elche,static_ft_total_g>35,207.5
2016,Elche,static_ft_total_g>35,173.4
2017,Elche,static_ft_total_g>35,176.1
2018,Elche,static_ft_total_g>35,154.9
2019,Elche,static_ft_total_g>35,139.0
2020,Elche,static_ft_total_g>35,125.9
2007,Las Palmas,static_ft_away_g<35,609.9
2008,Las Palmas,static_ft_away_g<35,604.5
2009,Las Palmas,static_ft_away_g<35,593.9
2010,Las Palmas,static_ft_away_g<35,583.3
2011,Las Palmas,static_ft_away_g<35,557.2
2012,Las Palmas,static_ft_away_g<35,541.6
2013,Las Palmas,static_ft_away_g<35,489.2
2014,Las Palmas,static_ft_away_g<35,452.5
2015,Las Palmas,static_ft_away_g<35,452.3
2016,Las Palmas,static_ft_away_g<35,478.6
2017,Las Palmas,static_ft_away_g<35,504.9
2018,Las Palmas,static_ft_away_g<35,625.9
2019,Las Palmas,static_ft_away_g<35,625.7
2020,Las Palmas,static_ft_away_g<35,594.2
2007,Eibar,static_ft_away_g<35,609.9
2008,Eibar,static_ft_away_g<35,604.5
2009,Eibar,static_ft_away_g<35,593.9
