,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,HC,HS,HTR,AC,idGame
47,4,Hansa Rostock,23,2,0,2,2,0,0,4,29,D,12,2004-09-25,M'gladbach,D1,11,19,H,9,M'gladbach_Hansa Rostock_2004
48,4,Bielefeld,24,1,0,2,0,0,1,1,18,A,11,2004-09-25,Nurnberg,D1,7,12,A,2,Nurnberg_Bielefeld_2004
49,1,Leverkusen,22,3,0,0,2,0,0,2,13,H,9,2004-09-25,Stuttgart,D1,5,18,H,8,Stuttgart_Leverkusen_2004
50,1,Kaiserslautern,19,2,0,1,1,0,0,5,23,H,16,2004-09-25,Wolfsburg,D1,6,18,H,3,Wolfsburg_Kaiserslautern_2004
51,3,Hertha,18,2,0,1,1,0,1,4,21,H,18,2004-09-26,Hamburg,D1,8,23,D,5,Hamburg_Hertha_2004
52,1,Dortmund,13,1,0,1,0,0,1,2,17,D,15,2004-09-26,Mainz,D1,8,22,A,4,Mainz_Dortmund_2004
53,2,Bielefeld,18,0,0,1,0,0,0,2,13,A,10,2004-09-28,Hannover,D1,4,17,D,7,Hannover_Bielefeld_2004
54,1,Nurnberg,17,2,0,2,2,0,2,2,16,D,19,2004-10-02,Dortmund,D1,4,11,D,7,Dortmund_Nurnberg_2004
55,0,Mainz,18,1,0,2,0,0,1,1,20,A,11,2004-10-02,Freiburg,D1,7,12,A,10,Freiburg_Mainz_2004
56,3,Hannover,24,1,0,3,0,0,2,3,18,A,16,2004-10-02,Hansa Rostock,D1,7,15,A,6,Hansa Rostock_Hannover_2004
57,2,Hertha,21,0,0,2,0,0,1,4,23,A,11,2004-10-02,Kaiserslautern,D1,6,13,A,5,Kaiserslautern_Hertha_2004
58,2,Hamburg,15,3,0,0,1,0,0,2,18,H,15,2004-10-02,Leverkusen,D1,3,14,H,4,Leverkusen_Hamburg_2004
59,3,Bayern Munich,15,1,0,2,0,0,1,4,30,A,8,2004-10-02,Werder Bremen,D1,6,16,A,6,Werder Bremen_Bayern Munich_2004
60,0,M'gladbach,22,2,0,1,2,0,1,4,20,H,11,2004-10-02,Wolfsburg,D1,8,13,H,3,Wolfsburg_M'gladbach_2004
61,0,Stuttgart,9,0,0,2,0,0,1,0,22,A,12,2004-10-03,Bielefeld,D1,6,8,A,3,Bielefeld_Stuttgart_2004
62,4,Bochum,16,3,0,2,3,1,0,3,20,H,19,2004-10-03,Schalke 04,D1,4,17,H,8,Schalke 04_Bochum_2004
63,3,Schalke 04,22,0,0,1,0,0,0,3,17,A,9,2004-10-16,Bayern Munich,D1,8,8,D,3,Bayern Munich_Schalke 04_2004
64,2,Hansa Rostock,19,0,0,1,0,0,0,3,20,A,16,2004-10-16,Bochum,D1,7,16,D,7,Bochum_Hansa Rostock_2004
65,3,Bielefeld,19,0,0,2,0,0,0,1,16,A,11,2004-10-16,Hamburg,D1,6,23,D,4,Hamburg_Bielefeld_2004
66,4,Leverkusen,19,3,0,1,1,0,0,2,20,H,9,2004-10-16,Hertha,D1,4,13,H,0,Hertha_Leverkusen_2004
67,1,Werder Bremen,17,2,0,1,0,0,0,3,21,H,11,2004-10-16,Mainz,D1,5,14,D,3,Mainz_Werder Bremen_2004
68,4,Freiburg,20,3,0,0,1,0,0,1,14,H,4,2004-10-16,Nurnberg,D1,3,13,H,4,Nurnberg_Freiburg_2004
69,2,Dortmund,18,2,0,0,0,0,0,4,23,H,11,2004-10-16,Stuttgart,D1,4,18,D,5,Stuttgart_Dortmund_2004
70,0,Wolfsburg,14,3,0,0,1,0,0,3,14,H,12,2004-10-17,Hannover,D1,5,12,H,8,Hannover_Wolfsburg_2004
71,1,Kaiserslautern,9,2,1,0,0,1,0,3,27,H,8,2004-10-17,M'gladbach,D1,7,13,D,3,M'gladbach_Kaiserslautern_2004
72,1,Hertha,19,1,0,0,1,0,0,1,19,H,13,2004-10-23,Bielefeld,D1,6,11,H,1,Bielefeld_Hertha_2004
73,0,Hamburg,13,0,0,2,0,0,1,5,23,A,8,2004-10-23,Dortmund,D1,4,19,A,0,Dortmund_Hamburg_2004
74,1,Bayern Munich,17,0,1,2,0,1,0,2,24,A,14,2004-10-23,Hansa Rostock,D1,5,8,D,11,Hansa Rostock_Bayern Munich_2004
75,2,Leverkusen,25,0,0,0,0,0,0,0,18,D,16,2004-10-23,Kaiserslautern,D1,7,14,D,3,Kaiserslautern_Leverkusen_2004
76,1,Hannover,14,0,0,2,0,0,2,2,20,A,8,2004-10-23,M'gladbach,D1,6,14,A,3,M'gladbach_Hannover_2004
77,1,Nurnberg,24,4,0,1,2,0,0,1,20,H,8,2004-10-23,Werder Bremen,D1,5,19,H,1,Werder Bremen_Nurnberg_2004
78,2,Bochum,11,3,0,0,3,0,0,1,16,H,15,2004-10-23,Wolfsburg,D1,6,21,H,1,Wolfsburg_Bochum_2004
79,0,Stuttgart,23,2,1,0,1,0,0,1,14,H,10,2004-10-24,Freiburg,D1,2,13,H,4,Freiburg_Stuttgart_2004
80,3,Mainz,26,2,0,1,1,0,0,3,24,H,18,2004-10-24,Schalke 04,D1,7,18,H,4,Schalke 04_Mainz_2004
81,1,Wolfsburg,11,2,0,0,2,0,0,1,14,H,11,2004-10-26,Bayern Munich,D1,6,26,H,3,Bayern Munich_Wolfsburg_2004
82,2,M'gladbach,24,3,1,0,0,0,0,6,20,H,16,2004-10-26,Bochum,D1,3,15,D,5,Bochum_M'gladbach_2004
83,0,Kaiserslautern,11,3,0,1,1,0,1,4,17,H,9,2004-10-26,Hannover,D1,6,13,D,1,Hannover_Kaiserslautern_2004
84,2,Dortmund,16,0,0,1,0,0,1,1,18,A,18,2004-10-26,Hertha,D1,9,16,A,2,Hertha_Dortmund_2004
85,1,Freiburg,16,4,1,0,2,0,0,1,11,H,2,2004-10-27,Hamburg,D1,5,21,H,1,Hamburg_Freiburg_2004
86,2,Bielefeld,11,3,0,2,0,0,1,1,11,H,9,2004-10-27,Leverkusen,D1,7,18,A,6,Leverkusen_Bielefeld_2004
87,1,Hansa Rostock,24,3,0,1,0,0,0,3,32,H,5,2004-10-27,Mainz,D1,1,22,D,6,Mainz_Hansa Rostock_2004
88,4,Schalke 04,18,0,0,2,0,2,2,3,19,A,11,2004-10-27,Nurnberg,D1,5,9,A,8,Nurnberg_Schalke 04_2004
89,3,Werder Bremen,25,1,1,2,1,0,0,5,21,A,10,2004-10-27,Stuttgart,D1,7,14,H,4,Stuttgart_Werder Bremen_2004
90,1,Leverkusen,24,1,1,0,1,0,0,4,12,H,16,2004-10-30,Dortmund,D1,5,14,H,5,Dortmund_Leverkusen_2004
91,4,Hertha,13,1,1,3,1,0,1,5,17,A,26,2004-10-30,Freiburg,D1,6,12,D,12,Freiburg_Hertha_2004
92,0,Bochum,16,3,0,0,1,0,0,1,15,H,12,2004-10-30,Hannover,D1,7,22,H,3,Hannover_Bochum_2004
93,2,Bayern Munich,18,2,1,0,0,0,0,2,13,H,16,2004-10-30,M'gladbach,D1,3,12,D,5,M'gladbach_Bayern Munich_2004
94,3,Stuttgart,26,3,0,2,3,0,2,2,23,H,18,2004-10-30,Schalke 04,D1,6,12,H,6,Schalke 04_Stuttgart_2004
95,1,Hamburg,16,1,0,1,0,0,1,5,33,D,3,2004-10-30,Werder Bremen,D1,9,20,A,2,Werder Bremen_Hamburg_2004
96,2,Mainz,25,4,1,3,2,0,2,2,22,H,15,2004-10-30,Wolfsburg,D1,12,19,D,4,Wolfsburg_Mainz_2004
97,2,Nurnberg,21,0,0,2,0,0,0,2,12,A,22,2004-10-31,Hansa Rostock,D1,11,13,D,2,Hansa Rostock_Nurnberg_2004
98,2,Bielefeld,28,2,0,1,0,0,0,2,15,H,16,2004-10-31,Kaiserslautern,D1,9,25,D,3,Kaiserslautern_Bielefeld_2004
99,2,Hannover,14,3,0,0,1,0,0,2,16,H,7,2004-11-06,Bayern Munich,D1,2,14,H,8,Bayern Munich_Hannover_2004
100,2,Dortmund,19,1,1,0,1,0,0,4,19,H,17,2004-11-06,Bielefeld,D1,4,16,H,5,Bielefeld_Dortmund_2004
101,2,Kaiserslautern,21,1,0,1,0,0,1,2,28,D,17,2004-11-06,Bochum,D1,5,19,A,6,Bochum_Kaiserslautern_2004
102,2,Werder Bremen,24,1,0,1,0,0,0,3,19,D,6,2004-11-06,Hertha,D1,6,10,D,2,Hertha_Werder Bremen_2004
103,2,Freiburg,19,4,1,1,0,0,1,5,20,H,14,2004-11-06,Leverkusen,D1,4,29,A,3,Leverkusen_Freiburg_2004
104,2,M'gladbach,8,1,0,1,0,0,1,1,21,D,5,2004-11-06,Mainz,D1,7,17,A,2,Mainz_M'gladbach_2004
105,3,Wolfsburg,18,4,1,0,3,0,0,1,7,H,6,2004-11-06,Nurnberg,D1,6,14,H,5,Nurnberg_Wolfsburg_2004
106,2,Schalke 04,26,1,0,2,0,0,0,1,19,A,19,2004-11-07,Hamburg,D1,1,13,D,5,Hamburg_Schalke 04_2004
107,1,Hansa Rostock,12,4,0,0,2,0,0,2,19,H,12,2004-11-07,Stuttgart,D1,4,15,H,9,Stuttgart_Hansa Rostock_2004
108,1,Bielefeld,21,2,0,3,2,0,2,2,21,A,9,2004-11-13,Freiburg,D1,5,12,D,2,Freiburg_Bielefeld_2004
109,2,Mainz,19,2,0,0,1,0,0,1,11,H,11,2004-11-13,Hannover,D1,9,14,H,5,Hannover_Mainz_2004
110,1,Dortmund,14,1,0,0,0,0,0,2,25,H,18,2004-11-13,Kaiserslautern,D1,5,15,D,7,Kaiserslautern_Dortmund_2004
111,2,Nurnberg,26,2,0,1,1,0,0,2,15,H,16,2004-11-13,M'gladbach,D1,7,8,H,6,M'gladbach_Nurnberg_2004
112,0,Hertha,9,1,0,3,0,0,1,2,23,A,13,2004-11-13,Schalke 04,D1,7,17,A,5,Schalke 04_Hertha_2004
113,2,Leverkusen,17,2,0,2,1,0,0,1,11,D,10,2004-11-13,Werder Bremen,D1,11,18,H,1,Werder Bremen_Leverkusen_2004
114,3,Stuttgart,17,3,0,0,1,0,0,3,17,H,10,2004-11-13,Wolfsburg,D1,3,13,H,4,Wolfsburg_Stuttgart_2004
115,3,Bayern Munich,23,1,0,3,0,0,0,2,19,A,20,2004-11-14,Bochum,D1,3,6,D,5,Bochum_Bayern Munich_2004
116,3,Hamburg,16,0,0,6,0,0,3,2,17,A,12,2004-11-14,Hansa Rostock,D1,1,10,A,5,Hansa Rostock_Hamburg_2004
117,2,Kaiserslautern,14,3,0,1,2,0,1,3,23,H,9,2004-11-20,Bayern Munich,D1,11,28,H,2,Bayern Munich_Kaiserslautern_2004
118,1,Werder Bremen,13,2,1,1,1,0,0,1,20,H,15,2004-11-20,Bielefeld,D1,2,14,H,9,Bielefeld_Werder Bremen_2004
119,2,Freiburg,16,2,0,0,1,0,0,3,23,H,15,2004-11-20,Dortmund,D1,5,19,H,8,Dortmund_Freiburg_2004
120,1,Hansa Rostock,12,1,0,1,0,0,1,4,26,D,8,2004-11-20,Hertha,D1,8,30,A,3,Hertha_Hansa Rostock_2004
121,0,Schalke 04,16,0,0,3,0,0,2,0,18,A,12,2004-11-20,Leverkusen,D1,7,15,A,6,Leverkusen_Schalke 04_2004
122,1,Bochum,14,1,1,0,1,0,0,4,22,H,10,2004-11-20,Mainz,D1,6,24,H,3,Mainz_Bochum_2004
123,3,M'gladbach,20,1,0,0,0,0,0,4,14,H,9,2004-11-20,Stuttgart,D1,2,17,D,5,Stuttgart_M'gladbach_2004
124,1,Wolfsburg,18,3,1,1,2,0,1,3,19,H,6,2004-11-21,Hamburg,D1,7,19,H,3,Hamburg_Wolfsburg_2004
125,1,Hannover,16,1,0,1,0,0,0,0,13,D,7,2004-11-21,Nurnberg,D1,1,14,D,6,Nurnberg_Hannover_2004
126,1,Mainz,20,4,0,2,3,0,0,1,13,H,18,2004-11-27,Bayern Munich,D1,7,15,H,4,Bayern Munich_Mainz_2004
127,2,Nurnberg,19,3,0,1,2,0,0,2,24,H,22,2004-11-27,Bochum,D1,4,13,H,7,Bochum_Nurnberg_2004
128,2,Leverkusen,13,0,0,2,0,0,1,2,13,A,9,2004-11-27,Hansa Rostock,D1,8,14,A,5,Hansa Rostock_Leverkusen_2004
129,0,Freiburg,26,3,0,0,1,0,0,1,23,H,9,2004-11-27,Kaiserslautern,D1,3,16,H,6,Kaiserslautern_Freiburg_2004
130,4,Hamburg,22,1,1,3,0,0,2,4,25,A,11,2004-11-27,M'gladbach,D1,4,21,A,5,M'gladbach_Hamburg_2004
131,1,Dortmund,21,2,0,0,1,0,0,2,28,H,13,2004-11-27,Werder Bremen,D1,8,16,H,2,Werder Bremen_Dortmund_2004
132,1,Hertha,15,2,0,3,0,0,1,0,24,A,10,2004-11-27,Wolfsburg,D1,6,16,A,1,Wolfsburg_Hertha_2004
133,0,Stuttgart,13,0,0,0,0,0,0,3,15,D,12,2004-11-28,Hannover,D1,6,13,D,2,Hannover_Stuttgart_2004
134,1,Bielefeld,23,2,0,1,2,0,1,3,21,H,15,2004-11-28,Schalke 04,D1,3,15,H,3,Schalke 04_Bielefeld_2004
135,1,Hansa Rostock,14,1,0,1,0,0,0,5,38,D,5,2004-12-04,Bielefeld,D1,7,23,D,2,Bielefeld_Hansa Rostock_2004
136,1,Werder Bremen,15,0,0,6,0,0,3,0,19,A,15,2004-12-04,Freiburg,D1,2,9,A,6,Freiburg_Werder Bremen_2004
137,2,Hannover,12,0,0,2,0,0,1,1,24,A,7,2004-12-04,Hamburg,D1,7,19,A,2,Hamburg_Hannover_2004
138,2,M'gladbach,19,6,0,0,1,0,0,1,10,H,17,2004-12-04,Hertha,D1,7,20,H,0,Hertha_M'gladbach_2004
139,0,Wolfsburg,22,2,0,1,0,0,1,2,23,H,9,2004-12-04,Leverkusen,D1,4,14,A,5,Leverkusen_Wolfsburg_2004
140,4,Bayern Munich,18,2,0,2,1,1,1,2,14,D,17,2004-12-04,Nurnberg,D1,1,9,D,12,Nurnberg_Bayern Munich_2004
141,1,Bochum,22,5,0,2,2,0,1,1,22,H,16,2004-12-04,Stuttgart,D1,3,16,H,6,Stuttgart_Bochum_2004
142,3,Schalke 04,22,0,0,1,0,0,1,2,19,A,10,2004-12-05,Dortmund,D1,9,13,A,4,Dortmund_Schalke 04_2004
143,2,Mainz,22,2,0,0,1,0,0,4,13,H,19,2004-12-05,Kaiserslautern,D1,4,19,H,2,Kaiserslautern_Mainz_2004
144,4,Stuttgart,27,2,0,2,0,0,1,2,25,D,9,2004-12-11,Bayern Munich,D1,2,10,A,2,Bayern Munich_Stuttgart_2004
145,3,Hamburg,23,1,0,2,0,0,2,1,18,A,15,2004-12-11,Bochum,D1,6,13,A,2,Bochum_Hamburg_2004
146,2,Hertha,11,0,0,1,0,0,0,1,17,A,8,2004-12-11,Hannover,D1,6,19,D,5,Hannover_Hertha_2004
147,1,Dortmund,23,1,0,1,1,0,1,3,19,D,10,2004-12-11,Hansa Rostock,D1,12,15,D,4,Hansa Rostock_Dortmund_2004
148,1,Nurnberg,14,0,0,1,0,0,1,1,18,A,9,2004-12-11,Mainz,D1,9,20,A,3,Mainz_Nurnberg_2004
149,0,Freiburg,14,1,0,1,1,0,0,1,20,D,6,2004-12-11,Schalke 04,D1,12,22,H,5,Schalke 04_Freiburg_2004
150,2,Kaiserslautern,14,1,0,1,0,1,0,2,24,D,8,2004-12-11,Werder Bremen,D1,14,29,D,6,Werder Bremen_Kaiserslautern_2004
151,1,Leverkusen,21,1,0,1,0,0,0,2,22,D,7,2004-12-12,M'gladbach,D1,5,19,D,1,M'gladbach_Leverkusen_2004
152,2,Bielefeld,22,5,0,0,4,0,0,2,18,H,9,2004-12-12,Wolfsburg,D1,8,20,H,4,Wolfsburg_Bielefeld_2004
153,2,Hamburg,18,3,0,0,1,0,0,2,19,H,9,2005-01-21,Bayern Munich,D1,6,20,H,10,Bayern Munich_Hamburg_2004
154,1,Freiburg,20,0,0,0,0,0,0,3,24,D,15,2005-01-22,Hansa Rostock,D1,9,10,D,6,Hansa Rostock_Freiburg_2004
155,2,Stuttgart,19,2,0,3,1,0,0,3,19,A,17,2005-01-22,Mainz,D1,4,14,H,5,Mainz_Stuttgart_2004
156,5,Bielefeld,26,1,0,0,0,0,0,2,18,H,12,2005-01-22,M'gladbach,D1,7,17,D,4,M'gladbach_Bielefeld_2004
157,1,Kaiserslautern,12,1,0,3,0,0,0,3,17,A,13,2005-01-22,Nurnberg,D1,7,18,D,4,Nurnberg_Kaiserslautern_2004
158,4,Werder Bremen,19,2,0,1,0,0,0,3,15,H,11,2005-01-22,Schalke 04,D1,9,16,D,4,Schalke 04_Werder Bremen_2004
159,2,Dortmund,22,1,0,2,0,0,0,1,12,A,11,2005-01-22,Wolfsburg,D1,8,12,D,2,Wolfsburg_Dortmund_2004
160,1,Hertha,20,2,0,2,1,0,2,2,28,D,13,2005-01-23,Bochum,D1,8,16,A,1,Bochum_Hertha_2004
161,0,Leverkusen,16,0,0,3,0,0,2,2,19,A,10,2005-01-23,Hannover,D1,6,8,A,3,Hannover_Leverkusen_2004
162,1,Hannover,21,0,0,1,0,0,1,1,23,A,8,2005-01-29,Bielefeld,D1,12,15,A,2,Bielefeld_Hannover_2004
163,0,M'gladbach,16,1,0,1,1,0,0,2,19,D,11,2005-01-29,Dortmund,D1,3,16,H,7,Dortmund_M'gladbach_2004
164,1,Wolfsburg,14,1,1,0,0,0,0,2,32,H,19,2005-01-29,Freiburg,D1,9,13,D,2,Freiburg_Wolfsburg_2004
165,2,Mainz,22,2,0,1,1,0,1,1,23,H,11,2005-01-29,Hamburg,D1,3,20,D,3,Hamburg_Mainz_2004
166,4,Schalke 04,24,2,0,0,0,0,0,4,18,H,14,2005-01-29,Kaiserslautern,D1,0,4,D,8,Kaiserslautern_Schalke 04_2004
167,0,Bochum,23,4,0,0,2,0,0,1,17,H,10,2005-01-29,Leverkusen,D1,2,16,H,7,Leverkusen_Bochum_2004
168,4,Nurnberg,27,2,0,4,0,0,2,3,22,A,11,2005-01-29,Stuttgart,D1,9,20,A,2,Stuttgart_Nurnberg_2004
169,3,Bayern Munich,27,0,0,0,0,0,0,2,23,D,13,2005-01-30,Hertha,D1,2,9,D,3,Hertha_Bayern Munich_2004
170,1,Hansa Rostock,31,3,0,2,2,0,1,1,27,H,9,2005-01-30,Werder Bremen,D1,5,21,H,5,Werder Bremen_Hansa Rostock_2004
171,1,Leverkusen,26,2,0,0,1,0,0,4,27,H,10,2005-02-05,Bayern Munich,D1,4,17,H,3,Bayern Munich_Leverkusen_2004
172,4,Bielefeld,35,1,0,1,1,0,1,1,25,D,12,2005-02-05,Bochum,D1,6,17,D,4,Bochum_Bielefeld_2004
173,0,Dortmund,10,1,0,3,0,0,2,3,27,A,11,2005-02-05,Hannover,D1,6,13,A,2,Hannover_Dortmund_2004
174,2,Schalke 04,20,2,0,2,0,1,1,0,14,D,18,2005-02-05,Hansa Rostock,D1,7,11,A,6,Hansa Rostock_Schalke 04_2004
175,2,Hertha,18,0,0,3,0,0,1,1,21,A,5,2005-02-05,Mainz,D1,5,17,A,0,Mainz_Hertha_2004
176,1,Hamburg,19,1,0,3,0,0,1,1,21,A,9,2005-02-05,Nurnberg,D1,7,25,A,5,Nurnberg_Hamburg_2004
177,4,Kaiserslautern,25,1,1,1,1,0,0,4,18,D,5,2005-02-05,Stuttgart,D1,5,15,H,5,Stuttgart_Kaiserslautern_2004
178,1,Freiburg,17,3,0,2,2,0,1,4,17,H,11,2005-02-06,M'gladbach,D1,6,20,H,0,M'gladbach_Freiburg_2004
179,2,Werder Bremen,19,2,0,3,1,0,0,1,24,A,13,2005-02-06,Wolfsburg,D1,2,6,H,12,Wolfsburg_Werder Bremen_2004
180,0,Bochum,19,1,0,0,1,0,0,2,19,H,13,2005-02-12,Dortmund,D1,11,20,H,6,Dortmund_Bochum_2004
181,1,Hannover,13,0,0,0,0,0,0,1,18,D,2,2005-02-12,Freiburg,D1,2,14,D,3,Freiburg_Hannover_2004
182,2,Stuttgart,29,2,1,1,1,0,1,5,27,H,5,2005-02-12,Hamburg,D1,5,13,D,4,Hamburg_Stuttgart_2004
183,5,Nurnberg,22,2,0,1,1,1,0,4,26,H,8,2005-02-12,Hertha,D1,6,13,H,4,Hertha_Nurnberg_2004
184,0,Hansa Rostock,24,2,1,1,1,0,0,3,18,H,12,2005-02-12,Kaiserslautern,D1,3,11,H,1,Kaiserslautern_Hansa Rostock_2004
185,1,Wolfsburg,16,3,1,0,2,0,0,4,20,H,11,2005-02-12,Schalke 04,D1,8,18,H,2,Schalke 04_Wolfsburg_2004
