,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
0,3.0,2.7,2.25,,3.0,2.25,,2.2,2.25,2.875,2.27,3.0,2.875,3.0,,,2.4,1.95,2.95,3.0,,,2.05,0.25,1.6,2.9,3.0,3.1,1.85,Lille,Lyon,Lille_Lyon_2003
1,3.1,1.7,5.0,-0.75,1.72,4.75,,5.0,4.5,1.615,4.9,3.1,1.727,1.66,,,4.4,1.8,1.7,3.1,2.05,1.85,2.15,-0.75,1.55,3.1,3.25,3.1,2.0,Auxerre,Nice,Auxerre_Nice_2003
2,3.1,2.7,2.5,0.0,2.6,2.5,,2.4,2.625,2.5,2.65,2.875,2.5,2.6,,,2.4,1.9,2.55,3.0,1.925,1.975,2.05,0.0,1.6,2.9,3.2,3.0,1.9,Guingamp,Marseille,Guingamp_Marseille_2003
3,3.3,1.6,5.5,-0.75,1.61,5.25,,4.5,5.5,1.571,4.85,3.25,1.571,1.66,,,4.8,1.95,1.67,3.25,1.9,2.0,1.9,-0.75,1.7,3.3,3.25,3.35,1.85,Lens,Le Mans,Lens_Le Mans_2003
4,3.25,1.8,3.4,-0.5,1.95,3.6,,3.8,3.4,2.0,3.8,3.0,2.0,1.8,,,3.8,1.9,1.93,3.1,2.0,1.9,2.05,-0.5,1.6,3.1,3.0,3.1,1.9,Metz,Ajaccio,Metz_Ajaccio_2003
5,3.0,1.9,3.2,-0.5,1.9,3.75,,4.0,3.75,2.0,3.75,3.0,1.909,1.83,,,3.5,1.9,1.93,3.1,1.925,1.975,2.05,-0.5,1.6,3.1,3.2,3.1,1.9,Monaco,Bordeaux,Monaco_Bordeaux_2003
6,3.2,2.0,3.2,-0.5,1.95,3.6,,3.75,3.75,2.0,3.7,3.0,1.909,1.83,,,3.4,1.85,1.95,3.1,2.05,1.85,2.05,-0.5,1.6,2.9,3.2,3.15,1.95,Montpellier,Rennes,Montpellier_Rennes_2003
7,3.25,1.45,6.5,-0.75,1.53,6.0,,6.0,5.5,1.5,5.5,3.4,1.533,1.53,,,5.8,1.9,1.6,3.4,1.8,2.1,1.9,-1.0,1.7,3.6,3.25,3.33,1.9,Paris SG,Bastia,Paris SG_Bastia_2003
8,3.0,1.85,3.2,-0.5,1.9,3.75,,3.4,3.75,2.0,3.75,3.0,1.909,2.0,,,3.6,1.9,1.91,3.1,1.975,1.925,2.15,-0.5,1.55,3.1,3.2,3.15,1.9,Sochaux,Nantes,Sochaux_Nantes_2003
9,3.0,1.85,3.2,-0.25,1.95,3.75,,3.75,3.2,2.1,3.5,3.0,2.1,1.9,,,3.6,2.05,2.0,3.0,1.8,2.1,2.15,-0.25,1.55,3.1,3.0,3.1,1.75,Toulouse,Strasbourg,Toulouse_Strasbourg_2003
10,,1.7,4.0,-0.5,1.75,4.5,,,4.0,1.8,4.3,3.1,1.8,,,,4.4,2.05,1.8,3.1,1.875,2.025,2.05,-0.5,1.6,3.1,3.2,3.1,1.75,Marseille,Auxerre,Marseille_Auxerre_2003
11,3.3,1.7,4.333,-0.75,1.72,4.75,,4.5,5.0,1.727,5.0,3.1,1.667,1.66,,,4.4,1.85,1.7,3.1,1.975,1.925,2.05,-0.75,1.6,3.1,3.2,3.2,1.95,Bastia,Metz,Bastia_Metz_2003
12,3.25,1.45,5.0,-0.75,1.57,5.5,,6.0,5.5,1.667,5.75,3.25,1.571,1.53,,,5.8,1.7,1.6,3.4,1.8,2.1,1.95,-1.0,1.65,3.6,3.2,3.3,2.12,Bordeaux,Montpellier,Bordeaux_Montpellier_2003
13,3.0,1.9,3.0,-0.5,2.0,3.6,,4.0,3.75,2.1,3.6,3.0,1.909,1.83,,,3.6,2.12,1.95,3.0,2.075,1.825,2.15,-0.25,1.55,3.0,3.2,3.15,1.7,Le Mans,Ajaccio,Le Mans_Ajaccio_2003
14,2.9,2.4,2.625,0.0,2.6,2.5,,2.62,2.625,2.5,2.55,2.875,2.5,2.5,,,2.7,1.9,2.6,3.0,1.85,2.05,2.15,0.0,1.55,2.9,2.875,3.1,1.9,Lille,Paris SG,Lille_Paris SG_2003
15,3.0,1.9,3.2,-0.5,2.0,3.6,,4.0,3.75,2.1,3.65,3.0,1.909,1.83,,,3.6,1.85,1.97,3.0,2.0,1.9,1.85,-0.5,1.75,3.0,3.0,3.0,1.95,Lyon,Monaco,Lyon_Monaco_2003
16,3.0,2.0,3.4,-0.25,2.0,3.6,,3.75,3.75,2.0,3.65,3.0,1.909,1.9,,,3.4,2.0,2.0,3.0,1.75,2.15,2.15,-0.25,1.55,2.9,3.0,3.0,1.8,Nantes,Lens,Nantes_Lens_2003
17,3.0,1.9,3.2,-0.5,2.0,3.6,,3.75,3.4,2.1,3.6,3.0,2.0,1.9,,,3.6,2.0,2.0,3.0,2.1,1.8,2.2,-0.25,1.5,3.0,3.0,3.1,1.8,Nice,Sochaux,Nice_Sochaux_2003
18,3.0,1.8,4.0,,1.9,3.75,,3.75,3.75,1.8,3.75,3.0,1.909,1.9,,,4.0,1.9,1.91,3.1,,,1.9,-0.5,1.7,3.0,3.2,3.2,1.9,Rennes,Toulouse,Rennes_Toulouse_2003
19,3.2,2.0,3.0,,2.1,3.3,,3.2,3.2,2.1,3.4,3.0,2.1,2.0,,,3.4,2.0,2.1,3.0,,,1.95,-0.25,1.65,2.9,3.2,3.0,1.8,Strasbourg,Guingamp,Strasbourg_Guingamp_2003
20,2.8,2.4,2.875,-0.25,2.25,3.0,,3.0,2.875,2.25,3.0,3.0,2.3,2.3,,,2.7,1.8,2.25,3.0,2.1,1.8,2.35,-0.25,1.45,2.9,3.0,3.05,2.0,Ajaccio,Nantes,Ajaccio_Nantes_2003
21,3.1,1.65,4.5,-0.75,1.66,5.0,,5.0,5.0,1.667,4.8,3.0,1.727,1.66,,,4.6,1.7,1.7,3.2,2.1,1.8,2.15,-1.0,1.55,3.2,3.25,3.2,2.15,Auxerre,Strasbourg,Auxerre_Strasbourg_2003
22,3.0,2.3,2.875,0.0,2.37,2.75,,2.7,2.75,2.25,2.95,3.0,2.375,2.37,,,2.8,2.0,2.3,3.0,1.825,2.075,2.05,0.0,1.6,2.9,3.0,3.0,1.8,Guingamp,Bordeaux,Guingamp_Bordeaux_2003
23,2.9,2.6,2.6,0.0,2.4,2.87,,2.75,2.625,2.5,2.75,3.0,2.5,2.4,,,2.7,1.9,2.5,2.87,1.875,2.025,2.35,0.0,1.45,2.7,3.0,2.95,1.9,Le Mans,Nice,Le Mans_Nice_2003
24,2.8,2.8,2.5,0.0,2.6,2.5,,2.6,2.625,2.6,2.5,3.0,2.5,2.6,,,2.3,1.85,2.7,3.0,2.0,1.9,2.15,0.0,1.55,2.9,3.0,3.0,1.95,Metz,Paris SG,Metz_Paris SG_2003
25,3.3,1.45,6.0,-1.0,1.53,6.0,,6.5,6.5,1.5,5.75,3.4,1.5,1.5,,,5.8,1.8,1.55,3.4,2.05,1.85,1.9,-1.0,1.7,3.6,3.4,3.5,2.0,Monaco,Bastia,Monaco_Bastia_2003
26,2.9,2.8,2.375,0.25,2.87,2.3,,2.37,2.375,2.75,2.4,3.0,2.75,2.8,,,2.4,1.8,2.85,3.0,1.85,2.05,1.95,0.0,1.65,2.8,3.0,3.0,2.0,Montpellier,Lyon,Montpellier_Lyon_2003
27,3.1,1.75,4.0,-0.75,1.75,4.33,,4.5,5.0,1.8,4.6,3.0,1.727,1.72,,,4.2,1.75,1.75,3.2,2.0,1.9,2.05,-0.75,1.6,3.1,3.2,3.2,2.05,Sochaux,Rennes,Sochaux_Rennes_2003
28,3.0,2.3,2.875,0.0,2.3,2.87,,3.0,2.875,2.25,3.05,3.0,2.3,2.2,,,2.9,1.8,2.25,3.0,1.8,2.1,2.25,-0.25,1.5,2.8,3.0,3.0,2.0,Toulouse,Lille,Toulouse_Lille_2003
29,2.9,2.4,2.6,0.0,2.5,2.6,,2.62,2.625,2.5,2.6,3.0,2.5,2.5,,,2.7,1.9,2.65,3.0,1.875,2.025,2.25,0.0,1.5,2.9,3.0,3.0,1.9,Lens,Marseille,Lens_Marseille_2003
30,3.0,1.85,3.2,-0.5,2.0,3.5,,3.4,3.75,2.0,3.75,3.0,1.909,2.0,,,3.8,1.88,1.9,3.0,2.025,1.875,1.95,-0.5,1.66,3.0,3.2,3.1,1.9,Bastia,Montpellier,Bastia_Montpellier_2003
31,3.0,1.9,3.4,-0.5,1.9,3.75,,4.0,3.75,2.0,3.6,3.0,1.909,1.83,,,3.6,1.8,1.95,3.1,2.05,1.85,2.1,-0.5,1.56,3.0,3.0,3.1,1.95,Bordeaux,Auxerre,Bordeaux_Auxerre_2003
32,3.1,1.7,4.333,-0.75,1.7,4.75,,5.5,5.0,1.727,5.0,3.1,1.667,1.61,,,4.4,1.98,1.65,3.2,1.9,2.0,2.0,-0.75,1.61,3.1,3.2,3.25,1.8,Lille,Metz,Lille_Metz_2003
33,3.75,1.3,8.0,-1.5,1.33,8.0,,8.0,8.0,1.333,8.5,4.5,1.286,1.36,,,8.0,1.88,1.3,4.2,1.95,1.95,1.66,-1.5,1.95,4.2,4.0,4.4,1.9,Lyon,Toulouse,Lyon_Toulouse_2003
34,3.3,1.7,5.0,-0.75,1.66,5.0,,5.5,5.0,1.615,5.0,3.1,1.667,1.57,,,4.4,1.98,1.65,3.2,1.925,1.975,1.95,-0.75,1.66,3.1,3.25,3.25,1.8,Marseille,Sochaux,Marseille_Sochaux_2003
35,3.1,1.65,5.0,-0.75,1.61,5.25,,5.5,5.0,1.615,5.0,3.25,1.615,1.61,,,4.6,1.98,1.65,3.25,1.9,2.0,2.0,-0.75,1.61,3.2,3.25,3.25,1.8,Nantes,Le Mans,Nantes_Le Mans_2003
36,3.1,1.7,4.333,-0.75,1.66,5.0,,5.0,5.0,1.727,4.75,3.1,1.667,1.66,,,4.4,1.82,1.7,3.2,2.05,1.85,2.0,-0.75,1.61,3.1,3.2,3.2,1.95,Nice,Ajaccio,Nice_Ajaccio_2003
37,3.1,1.85,3.5,-0.5,1.9,3.75,,3.6,4.0,1.909,4.0,3.1,1.8,1.9,,,3.8,1.92,1.85,3.1,1.95,1.95,2.0,-0.5,1.61,3.0,3.2,3.1,1.85,Rennes,Guingamp,Rennes_Guingamp_2003
38,2.87,1.9,3.2,-0.25,2.3,3.0,,3.0,3.0,2.1,3.1,2.875,2.25,2.25,,,3.6,1.8,2.25,2.87,2.1,1.8,2.1,-0.25,1.56,3.0,3.0,2.9,1.98,Strasbourg,Lens,Strasbourg_Lens_2003
39,2.87,2.3,3.2,-0.25,2.2,3.2,,3.3,3.2,2.1,3.1,3.0,2.1,2.1,,,2.8,1.85,2.2,2.87,2.025,1.875,1.95,-0.25,1.66,2.9,3.0,3.0,1.92,Paris SG,Monaco,Paris SG_Monaco_2003
40,3.1,1.75,4.5,-0.75,1.72,4.5,,4.5,5.0,1.667,5.0,3.2,1.667,1.72,,,4.0,1.7,1.7,3.2,1.925,1.975,2.0,-1.0,1.61,3.2,3.25,3.1,2.1,Auxerre,Rennes,Auxerre_Rennes_2003
41,3.1,3.2,2.1,0.25,3.2,2.2,,2.0,2.1,3.2,2.1,3.0,3.25,3.3,,,2.1,1.7,3.25,2.87,1.975,1.925,1.9,0.25,1.7,2.9,3.0,3.05,2.1,Guingamp,Lyon,Guingamp_Lyon_2003
42,2.87,2.2,2.875,-0.25,2.2,3.2,,3.3,3.25,2.25,3.2,3.0,2.1,2.1,,,3.2,1.9,2.15,2.87,2.0,1.9,2.2,-0.25,1.51,2.7,3.0,3.0,1.9,Le Mans,Strasbourg,Le Mans_Strasbourg_2003
43,2.9,2.9,2.5,0.0,2.6,2.6,,2.5,2.625,2.625,2.5,3.0,2.5,2.62,,,2.3,1.8,2.65,2.87,2.05,1.85,2.1,0.0,1.56,2.8,2.875,3.0,2.0,Montpellier,Paris SG,Montpellier_Paris SG_2003
44,2.87,1.9,3.4,-0.25,2.2,3.2,,3.3,3.25,2.0,3.25,3.0,2.1,2.1,,,3.5,2.0,2.1,2.87,1.825,2.075,2.1,-0.25,1.56,3.1,3.0,3.05,1.8,Nantes,Bordeaux,Nantes_Bordeaux_2003
45,2.87,2.0,3.2,-0.25,2.1,3.25,,3.3,3.25,2.1,3.35,3.0,2.1,2.1,,,3.6,1.95,2.05,3.0,1.825,2.075,2.2,-0.25,1.51,2.8,3.0,3.1,1.85,Sochaux,Lille,Sochaux_Lille_2003
46,3.0,2.1,4.333,-0.25,2.0,3.5,,3.4,3.5,1.727,3.3,3.0,2.0,2.0,,,3.5,1.95,2.1,3.0,1.8,2.1,2.2,-0.25,1.51,2.7,3.2,3.0,1.85,Toulouse,Bastia,Toulouse_Bastia_2003
47,3.0,2.9,2.375,0.25,2.87,2.37,,2.3,2.3,2.75,2.3,3.0,2.875,2.8,,,2.3,2.0,2.95,2.87,1.85,2.05,2.2,0.25,1.51,2.8,3.0,3.0,1.8,Ajaccio,Marseille,Ajaccio_Marseille_2003
48,3.0,2.0,3.75,-0.5,2.0,3.5,,3.75,3.8,1.909,3.6,3.0,1.909,1.9,,,3.6,1.85,2.0,3.0,2.0,1.9,2.1,-0.5,1.56,2.8,3.0,3.0,1.95,Lens,Nice,Lens_Nice_2003
49,3.5,1.5,7.0,-1.25,1.44,7.0,,8.0,9.0,1.4,6.75,3.75,1.364,1.4,,,5.6,1.9,1.45,3.6,2.0,1.9,1.95,-1.25,1.66,3.4,3.75,3.65,1.9,Monaco,Metz,Monaco_Metz_2003
50,3.1,1.85,3.5,-0.5,1.85,4.0,,3.6,4.33,1.909,4.15,3.0,1.83,1.9,,,3.6,1.95,1.85,3.1,1.95,1.95,2.1,-0.5,1.56,3.1,3.2,3.1,1.85,Bastia,Guingamp,Bastia_Guingamp_2003
51,3.3,1.7,4.333,-0.75,1.72,4.5,,4.5,4.5,1.727,4.35,3.2,1.72,1.66,,,4.2,2.0,1.8,3.2,2.075,1.825,2.1,-0.5,1.56,3.2,3.2,3.15,1.8,Bordeaux,Sochaux,Bordeaux_Sochaux_2003
52,2.9,2.8,2.5,-0.75,2.5,2.62,,2.5,2.6,2.5,2.7,2.87,2.6,2.62,,,2.4,1.9,2.5,3.0,1.925,1.975,2.1,0.0,1.56,2.8,3.2,3.0,1.9,Lille,Monaco,Lille_Monaco_2003
53,3.1,1.6,4.5,-0.75,1.66,5.0,,5.0,5.0,1.667,5.1,3.2,1.66,1.66,,,4.8,1.85,1.7,3.2,1.95,1.95,1.9,-0.75,1.7,3.3,3.25,3.15,1.95,Lyon,Auxerre,Lyon_Auxerre_2003
54,4.0,1.4,7.5,-1.5,1.4,7.5,,8.0,8.5,1.4,8.0,3.75,1.36,1.33,,,6.5,2.0,1.4,3.75,2.05,1.85,2.0,-1.25,1.61,3.7,3.6,3.8,1.8,Marseille,Le Mans,Marseille_Le Mans_2003
55,2.87,2.1,3.2,-0.25,2.1,3.25,,3.3,3.1,2.1,3.4,3.0,2.2,2.1,,,3.2,1.9,2.1,3.0,1.95,1.95,2.2,-0.25,1.55,2.9,3.0,3.0,1.9,Metz,Montpellier,Metz_Montpellier_2003
56,3.0,2.2,2.875,-0.25,2.1,3.25,,3.0,3.25,2.25,3.4,3.0,2.1,2.2,,,3.0,1.9,2.1,3.0,1.85,2.05,2.1,-0.25,1.56,2.9,3.0,3.0,1.9,Nice,Nantes,Nice_Nantes_2003
57,3.0,2.3,2.75,-0.25,2.3,3.0,,2.7,2.75,2.375,3.0,3.0,2.37,2.37,,,2.9,2.0,2.3,2.87,1.825,2.075,2.2,0.0,1.55,2.8,3.0,2.9,1.8,Rennes,Lens,Rennes_Lens_2003
58,3.0,1.9,4.0,-0.5,1.9,3.75,,4.0,4.33,1.8,3.8,3.0,1.8,1.83,,,3.8,1.9,1.9,3.1,1.95,1.95,2.2,-0.5,1.55,2.9,3.2,3.2,1.9,Strasbourg,Ajaccio,Strasbourg_Ajaccio_2003
59,3.3,1.55,7.5,-1.0,1.53,6.0,,5.5,7.5,1.444,6.7,3.4,1.44,1.57,,,5.0,1.9,1.5,3.4,1.825,2.075,2.0,-1.0,1.61,3.4,3.4,3.5,1.9,Paris SG,Toulouse,Paris SG_Toulouse_2003
60,3.0,2.1,3.0,-0.5,2.1,3.25,,3.2,3.25,2.2,3.35,3.0,2.1,2.1,,,3.2,2.0,2.12,3.0,2.1,1.8,2.3,-0.75,1.46,2.9,3.0,3.0,1.8,Ajaccio,Rennes,Ajaccio_Rennes_2003
61,3.3,1.65,4.5,-0.75,1.72,4.5,,4.5,4.5,1.667,4.65,3.2,1.72,1.66,,,4.6,1.9,1.72,3.2,1.925,1.975,2.2,0.0,1.51,3.2,3.25,3.25,1.9,Auxerre,Bastia,Auxerre_Bastia_2003
62,3.1,2.4,2.625,0.0,2.5,2.6,,2.5,2.62,2.5,2.65,3.0,2.5,2.5,,,2.7,1.92,2.6,3.0,1.9,2.0,2.0,0.5,1.61,2.9,2.875,2.92,1.88,Guingamp,Paris SG,Guingamp_Paris SG_2003
63,3.1,2.2,3.5,-0.25,2.0,3.5,,3.6,3.25,1.909,3.52,3.0,2.1,1.9,,,3.2,2.0,2.05,3.0,1.9,2.0,2.0,-0.25,1.61,2.7,3.2,3.05,1.8,Lens,Bordeaux,Lens_Bordeaux_2003
64,3.1,1.85,3.4,-0.5,1.9,3.75,,3.6,3.8,2.0,3.8,3.0,1.9,1.9,,,3.8,1.95,1.98,3.1,1.95,1.95,2.2,0.25,1.51,3.0,3.0,3.0,1.85,Nice,Lille,Nice_Lille_2003
65,3.1,1.75,4.0,-0.5,1.8,4.33,,4.0,4.33,1.8,4.25,3.0,1.8,1.8,,,4.0,1.9,1.8,3.0,1.875,2.025,2.0,-0.25,1.61,3.2,3.2,3.2,1.9,Sochaux,Strasbourg,Sochaux_Strasbourg_2003
66,3.0,2.0,3.4,-0.25,2.1,3.25,,3.2,3.2,2.0,3.3,2.87,2.2,2.1,,,3.4,1.95,2.1,3.0,1.8,2.1,2.2,0.0,1.51,2.9,3.0,3.1,1.85,Toulouse,Metz,Toulouse_Metz_2003
67,3.0,3.5,2.0,0.5,3.5,2.0,,2.0,2.1,3.4,1.92,3.0,3.25,3.4,,,1.9,1.81,3.75,3.0,1.875,2.025,1.95,-0.5,1.66,3.1,3.0,3.15,1.98,Le Mans,Lyon,Le Mans_Lyon_2003
68,3.0,3.0,2.1,0.25,2.75,2.37,,2.3,2.37,3.0,2.35,3.0,2.75,2.8,,,2.2,2.0,2.92,3.0,1.95,1.95,1.95,-0.5,1.66,2.9,3.2,3.0,1.8,Montpellier,Monaco,Montpellier_Monaco_2003
69,3.0,2.3,2.75,0.0,2.5,2.7,,2.7,2.75,2.375,2.75,3.0,2.37,2.37,,,2.8,1.95,2.5,2.87,1.9,2.0,2.0,-0.25,1.61,2.9,3.0,2.93,1.85,Nantes,Marseille,Nantes_Marseille_2003
70,3.0,2.0,3.0,-0.25,2.2,3.1,,3.0,3.2,2.1,3.1,2.87,2.2,2.2,,,3.3,1.9,2.2,3.0,1.95,1.95,2.1,-0.25,1.56,3.0,3.2,3.0,1.9,Bastia,Sochaux,Bastia_Sochaux_2003
71,3.1,1.7,4.333,-0.75,1.7,5.0,,5.0,4.5,1.727,4.85,3.2,1.72,1.66,,,4.2,1.85,1.7,3.1,2.075,1.825,2.0,-0.75,1.61,3.2,3.2,3.15,1.95,Lille,Montpellier,Lille_Montpellier_2003
72,3.1,1.65,4.5,-0.75,1.66,5.0,,5.0,4.5,1.667,4.85,3.2,1.72,1.66,,,4.6,1.95,1.7,3.2,1.875,2.025,1.95,-0.75,1.66,3.2,3.25,3.15,1.85,Lyon,Lens,Lyon_Lens_2003
73,3.1,1.6,4.5,-0.75,1.61,5.5,,5.0,5.0,1.667,5.3,3.2,1.66,1.66,,,4.8,1.95,1.65,3.2,1.9,2.0,2.2,-0.75,1.51,3.3,3.25,3.15,1.85,Marseille,Nice,Marseille_Nice_2003
74,3.0,1.85,3.4,-0.5,1.9,3.75,,4.0,3.8,2.0,4.0,3.0,1.9,1.83,,,3.6,1.9,1.88,3.1,2.0,1.9,1.95,-0.5,1.66,3.1,3.0,3.05,1.9,Metz,Guingamp,Metz_Guingamp_2003
75,3.75,1.35,10.0,-1.5,1.36,7.5,,8.0,8.5,1.25,8.5,4.0,1.33,1.36,,,7.0,1.77,1.35,4.0,2.075,1.825,1.7,-1.5,1.9,4.0,4.5,4.0,2.03,Monaco,Toulouse,Monaco_Toulouse_2003
76,3.0,1.9,4.0,-0.5,1.9,3.75,,4.0,3.8,1.8,3.7,3.0,1.9,1.83,,,3.5,1.87,1.95,3.1,1.925,1.975,1.95,-0.5,1.66,3.1,3.2,3.05,1.93,Paris SG,Auxerre,Paris SG_Auxerre_2003
77,3.1,1.65,4.5,-0.75,1.61,5.2,,4.5,5.0,1.667,5.3,3.2,1.66,1.72,,,4.6,1.95,1.65,3.25,1.85,2.05,2.1,-0.75,1.56,3.2,3.25,3.15,1.85,Rennes,Le Mans,Rennes_Le Mans_2003
78,3.1,1.6,4.5,-0.75,1.66,5.0,,5.0,5.0,1.667,4.85,3.2,1.66,1.66,,,4.8,1.9,1.7,3.2,1.85,2.05,2.0,-0.75,1.61,3.3,3.25,3.15,1.9,Bordeaux,Ajaccio,Bordeaux_Ajaccio_2003
79,3.0,2.3,3.0,-0.25,2.3,3.0,,2.7,3.0,2.1,2.9,2.87,2.3,2.37,,,2.8,1.77,2.3,2.87,2.1,1.8,2.0,-0.25,1.61,2.9,3.2,3.0,2.03,Strasbourg,Nantes,Strasbourg_Nantes_2003
80,3.0,3.1,,0.25,3.0,2.2,,2.0,2.2,,2.2,3.2,2.87,3.4,,,2.1,1.85,3.1,3.1,2.05,1.85,1.95,0.25,1.66,3.0,,3.1,1.95,Ajaccio,Lyon,Ajaccio_Lyon_2003
81,3.3,1.65,,-0.5,1.75,4.5,,4.5,4.5,,4.65,3.2,1.72,1.66,,,4.6,2.05,1.75,3.1,1.825,2.075,1.9,-0.5,1.7,3.2,,3.2,1.7,Auxerre,Lille,Auxerre_Lille_2003
82,3.1,3.2,,0.5,3.25,2.1,,2.0,2.1,,2.1,3.0,3.25,3.3,,,2.1,1.8,3.35,3.0,1.8,2.1,1.9,0.25,1.7,2.9,,3.1,2.0,Guingamp,Monaco,Guingamp_Monaco_2003
83,3.1,3.0,,0.25,3.0,2.25,,2.25,2.25,,2.3,3.0,3.0,2.8,,,2.1,1.9,3.0,3.0,2.0,1.9,2.2,0.25,1.51,3.1,,3.0,1.9,Le Mans,Bordeaux,Le Mans_Bordeaux_2003
84,3.3,1.6,,-0.75,1.61,5.5,,5.5,5.0,,5.2,3.2,1.66,1.57,,,4.8,1.95,1.67,3.2,1.85,2.05,2.1,-0.75,1.56,3.3,,3.25,1.85,Lens,Metz,Lens_Metz_2003
85,3.3,1.65,,-0.75,1.7,4.75,,5.0,5.0,,4.95,3.2,1.66,1.61,,,4.6,1.9,1.7,3.2,1.925,1.975,2.2,-0.75,1.51,3.2,,3.25,1.9,Nantes,Rennes,Nantes_Rennes_2003
86,3.2,1.75,,-0.5,1.8,4.0,,4.33,4.33,,4.5,3.0,1.8,1.72,,,4.2,2.0,1.85,3.2,1.9,2.0,2.0,-0.5,1.61,3.1,,3.0,1.8,Nice,Strasbourg,Nice_Strasbourg_2003
87,3.1,2.4,,-0.25,2.25,2.87,,2.87,3.0,,3.0,3.0,2.25,2.2,,,2.7,1.8,2.3,3.1,2.0,1.9,1.9,-0.25,1.7,2.9,,3.0,2.0,Sochaux,Paris SG,Sochaux_Paris SG_2003
88,3.2,2.2,,-0.5,2.1,3.3,,3.5,3.25,,3.35,3.0,2.1,1.9,,,3.0,1.67,2.15,3.0,2.1,1.8,2.1,-0.5,1.56,2.9,,3.0,2.1,Toulouse,Montpellier,Toulouse_Montpellier_2003
89,4.0,1.4,,-1.0,1.44,7.0,,7.0,6.5,,7.0,3.75,1.44,1.36,,,6.5,1.9,1.5,3.6,1.975,1.925,1.8,-1.0,1.8,3.7,,3.5,1.9,Marseille,Bastia,Marseille_Bastia_2003
90,3.0,2.6,2.5,0.0,2.6,2.5,,2.37,2.62,2.5,2.6,3.0,2.5,2.7,,,2.6,1.9,2.5,3.0,2.025,1.875,2.1,0.0,1.56,2.8,3.2,2.95,1.9,Strasbourg,Marseille,Strasbourg_Marseille_2003
91,3.1,1.9,,-0.5,2.0,3.5,,3.6,3.5,,3.55,3.0,2.0,1.9,,,3.5,1.85,1.95,3.0,2.05,1.85,2.0,-0.5,1.61,3.1,,3.05,1.95,Bastia,Lens,Bastia_Lens_2003
92,3.1,1.55,,-1.0,1.61,5.25,,5.5,5.5,,5.0,3.4,1.57,1.61,,,5.2,1.8,1.6,3.25,2.1,1.8,1.95,-1.0,1.66,3.3,,3.35,2.0,Bordeaux,Toulouse,Bordeaux_Toulouse_2003
93,3.1,1.75,,-0.5,1.83,4.2,,4.0,4.2,,3.85,3.0,1.83,1.8,,,4.2,1.97,1.85,3.0,1.9,2.0,2.1,-0.5,1.56,3.1,,3.1,1.83,Lille,Ajaccio,Lille_Ajaccio_2003
94,3.4,1.55,,-1.0,1.61,5.25,,5.5,5.5,,4.65,3.4,1.57,1.53,,,5.2,1.8,1.65,3.25,2.1,1.8,1.8,-1.0,1.8,3.3,,3.3,2.0,Lyon,Sochaux,Lyon_Sochaux_2003
95,3.0,2.3,,0.0,2.4,2.8,,2.7,2.75,,2.72,3.0,2.37,2.37,,,2.7,2.05,2.37,2.9,1.8,2.1,2.2,0.0,1.51,3.0,,2.95,1.75,Metz,Nantes,Metz_Nantes_2003
96,3.3,1.65,5.0,-0.75,1.61,5.0,,5.0,4.33,1.615,4.75,3.25,1.72,1.61,,,4.6,1.9,1.65,3.4,1.975,1.925,1.8,-0.75,1.8,3.2,3.25,3.25,1.9,Monaco,Auxerre,Monaco_Auxerre_2003
97,3.0,1.9,,-0.5,1.9,3.75,,4.0,3.6,,3.65,3.2,1.9,1.83,,,3.5,1.9,1.9,3.1,2.05,1.85,1.95,-0.5,1.66,3.1,,3.1,1.9,Montpellier,Guingamp,Montpellier_Guingamp_2003
98,3.75,1.35,,-1.5,1.33,8.5,,8.0,9.0,,8.0,4.0,1.33,1.36,,,7.0,1.8,1.33,4.0,2.1,1.8,1.74,-1.5,1.85,4.0,,4.0,2.0,Paris SG,Le Mans,Paris SG_Le Mans_2003
99,3.0,2.0,,-0.25,2.2,3.2,,3.4,3.1,,3.2,3.0,2.2,2.0,,,3.4,1.95,2.1,2.87,1.95,1.95,2.0,-0.25,1.61,2.9,,3.0,1.85,Rennes,Nice,Rennes_Nice_2003
100,3.0,3.3,2.25,0.25,3.2,2.1,,2.1,2.1,2.75,2.0,3.0,3.25,3.2,,,2.0,2.0,3.3,3.0,2.0,1.9,2.1,0.5,1.56,3.0,3.2,3.1,1.8,Ajaccio,Paris SG,Ajaccio_Paris SG_2003
101,3.4,1.55,5.0,-0.75,1.57,5.5,,5.5,5.0,1.615,5.4,3.25,1.61,1.53,,,5.0,1.8,1.6,3.25,1.75,2.15,1.85,-1.0,1.74,3.4,3.25,3.2,2.0,Auxerre,Montpellier,Auxerre_Montpellier_2003
102,3.1,2.1,3.0,-0.5,2.0,3.4,,3.6,3.25,2.1,3.65,3.0,2.1,1.9,,,3.3,1.9,1.9,3.0,2.1,1.8,2.0,-0.5,1.61,2.8,3.2,3.1,1.9,Guingamp,Toulouse,Guingamp_Toulouse_2003
