,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
257,13:30:00,1,Heerenveen,12,0,0,2,0,0,0,0,8,A,15,2021-04-11,Groningen,N1,10,3,5,11,D,3,Groningen_Heerenveen_2020
258,13:30:00,1,PSV Eindhoven,8,0,0,2,0,0,1,0,8,A,14,2021-04-11,VVV Venlo,N1,5,1,5,4,A,4,VVV Venlo_PSV Eindhoven_2020
259,15:45:00,0,Ajax,8,0,0,1,0,0,1,2,10,A,13,2021-04-11,Waalwijk,N1,4,0,4,3,A,7,Waalwijk_Ajax_2020
260,17:45:00,2,Utrecht,12,0,1,1,0,0,1,0,11,D,6,2021-04-22,Ajax,N1,1,8,9,21,A,2,Ajax_Utrecht_2020
261,17:45:00,1,Waalwijk,10,0,1,0,0,0,0,1,12,H,6,2021-04-23,Willem II,N1,3,9,6,20,D,5,Willem II_Waalwijk_2020
262,15:30:00,1,Zwolle,14,0,0,2,0,0,1,2,11,A,4,2021-04-24,Heerenveen,N1,3,3,5,11,A,1,Heerenveen_Zwolle_2020
263,17:45:00,1,Groningen,15,0,1,0,0,0,0,3,12,H,8,2021-04-24,PSV Eindhoven,N1,1,5,4,13,D,4,PSV Eindhoven_Groningen_2020
264,17:45:00,2,VVV Venlo,11,0,2,0,1,0,0,4,9,H,10,2021-04-24,Sparta Rotterdam,N1,3,7,5,19,H,3,Sparta Rotterdam_VVV Venlo_2020
265,11:15:00,1,Heracles,9,0,3,1,0,0,0,1,7,H,8,2021-04-25,FC Emmen,N1,4,5,7,15,D,5,FC Emmen_Heracles_2020
266,13:30:00,0,AZ Alkmaar,10,0,2,0,0,0,0,1,8,H,8,2021-04-25,Ajax,N1,3,10,9,21,D,3,Ajax_AZ Alkmaar_2020
267,13:30:00,1,For Sittard,6,0,0,3,0,0,1,1,6,A,19,2021-04-25,Den Haag,N1,6,3,8,18,A,4,Den Haag_For Sittard_2020
268,15:45:00,2,Vitesse,21,0,0,0,0,1,0,4,14,D,19,2021-04-25,Feyenoord,N1,7,2,6,14,D,3,Feyenoord_Vitesse_2020
269,15:45:00,3,Utrecht,12,0,1,2,1,0,0,3,8,A,12,2021-04-25,Twente,N1,5,4,5,9,H,5,Twente_Utrecht_2020
