,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,LBAHA,WHH,BWA,LBAHH,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
10,3.3,2.3,,,2.2,2.88,3.3,,3.25,2.75,,2.85,3.25,2.2,,1.95,3.0,,2.1,2.7,1.53,2.2,3.1,,,1.6,-0.5,2.1,3.0,,3.3,2.2,Den Haag,Nijmegen,Den Haag_Nijmegen_2004
11,3.3,1.8,,,1.91,3.5,3.15,,3.3,3.4,,3.55,3.25,1.9,,1.9,3.3,,2.0,3.8,1.71,1.9,3.2,,,1.65,-0.5,2.0,3.1,,3.3,1.9,Heerenveen,Roda JC,Heerenveen_Roda JC_2004
12,3.75,1.45,,,1.4,7.0,3.8,,7.0,6.0,,6.5,3.75,1.44,,1.4,6.0,,1.45,5.4,1.48,1.45,3.75,,,1.5,-1.5,2.3,3.8,,3.75,2.03,PSV Eindhoven,AZ Alkmaar,PSV Eindhoven_AZ Alkmaar_2004
13,3.3,2.1,,,2.2,2.75,3.25,,2.62,2.75,,3.0,3.25,2.2,,2.25,2.85,,2.2,3.1,1.55,2.15,3.25,,,1.65,-0.5,2.0,3.0,,3.2,2.15,Waalwijk,Twente,Waalwijk_Twente_2004
14,5.0,1.25,,,1.22,9.5,6.0,,8.0,9.0,,11.0,5.0,1.22,,1.25,9.0,,1.2,9.0,3.44,1.22,5.0,,,,-0.5,,4.5,,5.0,1.22,Ajax,NAC Breda,Ajax_NAC Breda_2004
15,3.3,2.2,,,2.2,2.8,3.3,,2.7,2.5,,2.65,3.4,2.3,,2.2,3.0,,2.1,2.9,1.46,2.35,3.2,,,1.65,-0.5,2.0,3.0,,3.25,2.35,Graafschap,Den Bosch,Graafschap_Den Bosch_2004
16,3.3,1.7,,,1.67,4.33,3.4,,5.0,4.33,,4.45,3.4,1.66,,1.61,4.6,,1.65,4.2,1.89,1.72,3.4,,,1.55,-0.5,2.2,3.2,,3.3,1.72,Utrecht,Roosendaal,Utrecht_Roosendaal_2004
17,3.3,3.5,,,3.5,1.91,3.4,,1.9,1.9,,1.95,3.2,3.5,,3.3,1.9,,3.4,1.9,1.95,3.5,3.2,,,1.5,0.5,2.3,3.1,,3.2,1.67,Willem II,Feyenoord,Willem II_Feyenoord_2004
18,3.3,2.3,,,2.5,2.5,3.25,,2.37,2.5,,2.5,3.1,2.5,,2.5,2.7,,2.3,2.7,1.4,2.5,3.1,,,1.75,-0.5,1.9,3.0,,3.2,2.5,Den Bosch,Willem II,Den Bosch_Willem II_2004
19,3.4,4.6,,,4.5,1.67,3.55,,1.66,1.61,,1.66,3.5,4.5,,4.33,1.65,,4.5,1.6,1.66,4.45,3.3,,,1.5,0.5,2.3,3.4,,3.5,1.96,NAC Breda,PSV Eindhoven,NAC Breda_PSV Eindhoven_2004
20,3.3,2.6,,,2.4,2.6,3.25,,2.5,2.62,,2.7,3.1,2.37,,2.37,2.7,,2.3,2.4,1.47,2.3,3.1,,,1.71,-0.5,1.95,3.0,,3.25,2.3,Nijmegen,AZ Alkmaar,Nijmegen_AZ Alkmaar_2004
21,3.75,1.4,,,1.4,7.0,3.8,,7.0,6.0,,7.0,3.75,1.44,,1.4,6.2,,1.45,6.0,2.53,1.4,3.75,,,1.6,-0.5,2.1,3.9,,3.95,1.4,Roda JC,Graafschap,Roda JC_Graafschap_2004
22,3.3,2.3,,,2.25,2.75,3.25,,2.5,2.75,,2.85,3.2,2.25,,2.37,2.85,,2.2,2.7,1.52,2.2,3.2,,,1.71,-0.5,1.95,3.0,,3.25,2.2,Twente,Heerenveen,Twente_Heerenveen_2004
23,4.5,1.25,,,1.25,8.5,6.0,,8.0,8.0,,10.0,5.0,1.25,,1.28,9.0,,1.2,9.0,3.44,1.22,4.75,,,1.4,-0.5,2.6,4.5,,5.25,1.22,Ajax,Utrecht,Ajax_Utrecht_2004
24,3.3,2.0,,,2.1,3.0,3.3,,2.87,3.0,,3.0,3.2,2.1,,2.1,3.0,,2.1,3.3,1.57,2.1,3.2,,,1.79,-0.5,1.85,3.0,,3.3,2.1,Roosendaal,Groningen,Roosendaal_Groningen_2004
25,3.3,4.0,,,4.0,1.73,3.55,,1.8,1.72,,1.75,3.4,4.0,,3.75,1.65,,4.5,1.75,1.75,4.1,3.4,,,1.6,0.5,2.1,3.2,,3.4,1.86,Vitesse,Feyenoord,Vitesse_Feyenoord_2004
26,3.4,1.8,,,1.67,4.33,3.5,,4.2,4.33,,4.35,3.4,1.66,,1.7,4.2,,1.7,3.8,1.91,1.7,3.4,,,1.75,-0.5,1.9,3.1,,3.4,1.7,Waalwijk,Den Haag,Waalwijk_Den Haag_2004
27,4.2,1.5,6.5,,1.44,6.0,3.9,,7.0,7.0,1.444,6.0,3.75,1.4,,1.35,7.0,,1.4,5.0,2.25,1.5,3.75,,,1.57,-0.5,2.25,3.7,3.6,3.6,1.5,AZ Alkmaar,Den Bosch,AZ Alkmaar_Den Bosch_2004
28,4.2,1.5,6.0,,1.5,5.5,3.75,,7.0,6.0,1.5,6.0,3.75,1.444,,1.35,5.6,,1.5,5.0,2.25,1.5,3.6,,,1.5,-0.5,2.3,3.7,3.4,3.6,1.5,Heerenveen,Graafschap,Heerenveen_Graafschap_2004
29,5.0,1.2,9.0,,1.22,9.5,5.25,,9.5,8.0,1.25,9.0,5.0,1.25,,1.22,8.0,,1.25,10.0,3.21,1.25,5.0,,,1.4,-0.5,2.6,5.0,4.5,5.0,1.25,PSV Eindhoven,Waalwijk,PSV Eindhoven_Waalwijk_2004
30,3.25,2.3,2.5,,2.37,2.6,3.25,,2.6,2.625,2.375,2.75,3.1,2.375,,2.3,2.65,,2.35,2.7,1.46,2.35,3.1,,,1.71,-0.5,1.95,3.0,3.25,3.1,2.35,Roosendaal,Vitesse,Roosendaal_Vitesse_2004
31,3.25,2.2,2.75,,2.2,2.75,3.25,,2.6,2.75,2.2,2.9,3.2,2.25,,2.3,2.85,,2.2,2.9,1.52,2.2,3.25,,,1.65,-0.5,2.0,3.0,3.25,3.2,2.2,Willem II,Roda JC,Willem II_Roda JC_2004
32,3.75,5.0,1.44,,5.5,1.5,3.75,,1.44,1.5,6.0,1.5,3.6,5.5,,6.0,1.5,,5.55,1.5,1.5,6.0,3.6,,,1.5,0.5,2.3,3.7,3.75,3.6,2.25,Den Haag,Ajax,Den Haag_Ajax_2004
33,4.33,1.3,9.0,,1.3,7.5,5.25,,8.0,7.5,1.25,8.3,4.5,1.3,,1.3,8.0,,1.25,8.0,2.92,1.3,4.5,,,1.5,-0.5,2.3,4.2,4.5,4.5,1.3,Feyenoord,Twente,Feyenoord_Twente_2004
34,3.25,2.3,2.75,,2.25,2.75,3.25,,2.7,2.75,2.25,2.75,3.2,2.25,,2.25,2.7,,2.3,2.8,1.5,2.25,3.2,,,1.71,-0.5,1.95,2.9,3.2,3.3,2.25,Groningen,NAC Breda,Groningen_NAC Breda_2004
35,3.4,1.8,3.75,,1.8,3.8,3.4,,4.2,4.0,1.8,4.0,3.4,1.727,,1.7,3.8,,1.8,3.8,1.79,1.8,3.25,,,1.65,-0.5,2.0,3.1,3.25,3.25,1.8,Utrecht,Nijmegen,Utrecht_Nijmegen_2004
36,3.2,2.2,2.5,,2.3,2.62,3.3,,2.75,2.5,2.4,2.45,3.1,2.5,,2.25,2.75,,2.25,2.9,1.42,2.45,3.2,,,1.65,-0.5,2.0,3.0,3.25,3.35,2.45,Den Haag,Vitesse,Den Haag_Vitesse_2004
37,3.25,2.3,2.75,,2.2,2.75,3.3,,2.75,2.75,2.25,2.85,3.2,2.25,,2.2,2.9,,2.15,2.7,1.5,2.25,3.25,,,1.65,-0.5,2.0,3.0,3.2,3.15,2.25,Graafschap,Groningen,Graafschap_Groningen_2004
38,3.3,1.8,3.6,,1.83,3.75,3.4,,3.6,3.75,1.8,4.0,3.2,1.83,,1.85,3.4,,1.9,3.8,1.79,1.8,3.2,,,1.6,-0.5,2.1,3.1,3.4,3.25,1.8,Heerenveen,NAC Breda,Heerenveen_NAC Breda_2004
39,3.5,5.0,1.67,,4.5,1.62,3.55,,1.57,1.61,4.5,1.65,3.5,4.5,,5.0,1.65,,4.45,1.5,1.65,4.55,3.5,,,1.5,0.5,2.3,3.7,3.25,3.5,1.98,Nijmegen,PSV Eindhoven,Nijmegen_PSV Eindhoven_2004
40,3.3,1.9,3.2,,2.1,3.0,3.35,,3.1,3.0,2.0,3.0,3.2,2.1,,2.0,3.2,,2.0,3.5,1.57,2.1,3.2,,,1.65,-0.5,2.0,3.1,3.2,3.3,2.1,Twente,Willem II,Twente_Willem II_2004
41,3.4,1.9,3.75,,1.91,3.4,3.4,,3.6,3.75,1.8,3.8,3.2,1.83,,1.8,3.4,,1.9,3.5,1.75,1.85,3.25,,,1.65,-0.5,2.0,3.1,3.25,3.25,1.85,Waalwijk,Roosendaal,Waalwijk_Roosendaal_2004
42,3.75,6.0,1.4,,6.0,1.44,3.75,,1.44,1.44,6.5,1.4,3.75,6.0,,6.0,1.5,,5.6,1.4,1.4,6.0,3.75,,,1.45,0.5,2.45,3.9,4.0,4.3,2.5,Den Bosch,Ajax,Den Bosch_Ajax_2004
43,4.0,1.35,8.0,,1.33,8.0,4.5,,8.0,7.0,1.33,9.0,4.33,1.33,,1.33,8.25,,1.3,7.0,2.91,1.3,4.0,,,1.45,-0.5,2.45,4.0,4.0,4.3,1.3,Feyenoord,Utrecht,Feyenoord_Utrecht_2004
44,3.3,2.1,3.0,,2.1,3.0,3.3,,2.8,2.75,2.1,2.9,3.25,2.2,,2.15,3.0,,2.1,3.1,1.54,2.15,3.2,,,1.65,-0.5,2.0,3.0,3.2,3.3,2.15,Roda JC,AZ Alkmaar,Roda JC_AZ Alkmaar_2004
45,4.5,1.25,9.0,,1.25,8.5,5.25,-1.75,8.0,8.0,1.3,9.5,5.0,1.25,1.86,1.28,8.0,1.98,1.25,9.0,3.05,1.27,4.75,,,1.83,-0.5,1.83,4.5,4.0,4.5,1.27,Ajax,Roda JC,Ajax_Roda JC_2004
46,3.35,1.8,4.5,,1.8,3.8,3.4,-0.5,3.9,3.75,1.67,3.8,3.2,1.83,2.08,1.75,3.8,1.76,1.8,3.8,1.84,1.8,3.25,,,1.65,-0.5,2.0,3.1,3.25,3.4,1.75,AZ Alkmaar,Willem II,AZ Alkmaar_Willem II_2004
47,4.33,1.35,8.0,,1.36,7.0,4.5,-1.25,8.0,7.0,1.3,8.0,4.0,1.36,2.06,1.3,8.25,1.78,1.3,7.0,2.88,1.3,4.0,,,1.5,-0.5,2.3,4.0,4.33,4.5,1.3,PSV Eindhoven,Heerenveen,PSV Eindhoven_Heerenveen_2004
48,3.5,4.6,1.5,,5.0,1.57,3.6,1.0,1.61,1.66,5.5,1.6,3.4,4.33,1.82,4.5,1.55,2.02,5.25,1.6,1.5,5.0,3.5,,,1.55,0.5,2.2,3.4,3.6,3.5,2.25,Roosendaal,Feyenoord,Roosendaal_Feyenoord_2004
49,3.5,1.45,5.5,,1.53,5.25,3.75,-1.25,5.2,5.0,1.5,6.0,3.6,1.53,1.92,1.55,5.6,1.92,1.5,5.4,2.25,1.5,3.6,,,1.55,-0.5,2.2,3.8,3.6,3.6,1.5,Vitesse,Den Bosch,Vitesse_Den Bosch_2004
50,3.3,2.7,2.5,,2.5,2.5,3.2,,2.55,2.5,2.38,2.6,3.1,2.5,,2.35,2.55,,2.45,2.3,1.43,2.4,3.1,,,1.71,-0.5,1.95,3.0,3.25,3.2,2.4,Graafschap,Twente,Graafschap_Twente_2004
51,3.3,2.2,2.75,,2.2,2.8,3.3,-0.25,2.8,2.75,2.25,2.9,3.2,2.25,1.84,2.15,2.9,2.0,2.15,2.9,1.54,2.15,3.2,,,1.71,-0.5,1.95,3.0,3.2,3.3,2.15,Groningen,Nijmegen,Groningen_Nijmegen_2004
52,3.3,1.85,4.0,,1.91,3.4,3.4,-0.5,4.0,3.5,1.8,3.75,3.2,1.9,1.84,1.75,3.4,2.0,1.9,3.6,1.76,1.85,3.25,,,1.65,-0.5,2.0,3.1,3.2,3.3,1.85,NAC Breda,Waalwijk,NAC Breda_Waalwijk_2004
53,3.4,1.45,5.5,,1.53,5.25,4.0,-1.25,6.0,5.5,1.5,6.5,3.6,1.53,1.92,1.5,6.75,1.92,1.4,5.4,2.36,1.45,3.6,,,1.55,-0.5,2.2,3.8,3.6,3.7,1.45,Utrecht,Den Haag,Utrecht_Den Haag_2004
54,3.6,1.65,,,1.67,4.33,3.5,,4.8,4.33,,4.75,3.4,1.66,,1.57,4.2,,1.7,4.2,2.07,1.65,3.4,,,1.6,-0.5,2.1,3.3,,3.4,1.4,Nijmegen,Roosendaal,Nijmegen_Roosendaal_2004
55,3.5,1.55,5.0,,1.53,5.25,3.75,-1.25,4.75,5.0,1.57,5.75,3.5,1.57,2.0,1.6,5.6,1.84,1.5,4.8,2.25,1.5,3.6,,,1.55,-0.5,2.2,3.5,3.5,3.7,1.5,NAC Breda,Graafschap,NAC Breda_Graafschap_2004
56,6.5,1.15,15.0,,1.17,12.0,6.5,-2.0,12.0,11.0,1.14,11.0,5.0,1.2,2.14,1.12,11.0,1.7,1.15,12.0,4.09,1.15,5.5,,,1.4,-0.5,2.6,6.0,5.5,6.5,1.15,PSV Eindhoven,Groningen,PSV Eindhoven_Groningen_2004
57,3.3,2.2,2.8,,2.25,2.75,3.3,0.0,2.7,2.8,2.2,2.9,3.2,2.2,1.86,2.2,3.0,1.98,2.1,2.9,1.52,2.2,3.2,,,1.71,-0.5,1.95,3.0,3.2,3.2,2.2,Twente,Roda JC,Twente_Roda JC_2004
58,3.3,2.1,3.0,,2.1,3.0,3.3,-0.25,3.1,3.0,2.1,3.1,3.2,2.1,2.02,2.0,3.0,1.82,2.1,3.1,1.57,2.1,3.2,,,1.65,-0.5,2.0,3.0,3.2,3.2,2.1,Willem II,Vitesse,Willem II_Vitesse_2004
59,3.4,3.5,1.91,,3.6,1.85,3.25,0.5,1.95,1.72,3.25,1.9,3.4,4.0,2.0,3.1,1.8,1.84,4.0,1.9,1.9,3.5,3.25,,,1.55,0.5,2.2,3.1,3.4,3.3,1.7,AZ Alkmaar,Ajax,AZ Alkmaar_Ajax_2004
60,6.0,1.15,12.0,,1.17,12.0,6.5,-2.25,10.0,15.0,1.14,11.0,6.0,1.16,2.02,1.16,11.0,1.82,1.15,12.0,4.09,1.15,5.5,,,1.4,-0.5,2.6,6.0,6.0,6.5,1.15,Feyenoord,Den Bosch,Feyenoord_Den Bosch_2004
61,3.6,1.5,5.5,,1.5,5.5,3.8,-1.25,5.5,6.5,1.5,6.5,3.6,1.44,1.88,1.5,6.2,1.96,1.45,5.0,2.36,1.45,3.6,,,1.6,-0.5,2.1,3.7,3.6,3.7,1.45,Heerenveen,Den Haag,Heerenveen_Den Haag_2004
62,3.4,1.65,4.0,,1.73,4.2,3.45,-0.75,4.2,4.33,1.73,4.0,3.2,1.72,1.88,1.7,4.0,1.96,1.75,4.2,1.85,1.75,3.25,,,1.65,-0.5,2.0,3.3,3.4,3.45,1.75,Utrecht,Waalwijk,Utrecht_Waalwijk_2004
63,3.3,3.8,1.83,,3.75,1.8,3.35,0.5,1.9,1.83,3.75,1.75,3.2,3.75,1.74,3.4,1.75,2.1,4.1,1.8,1.67,4.2,3.25,,,1.6,0.5,2.1,3.1,3.2,3.25,1.95,Graafschap,AZ Alkmaar,Graafschap_AZ Alkmaar_2004
64,4.2,1.33,8.0,,1.3,7.5,4.5,-1.5,7.5,8.0,1.33,8.5,4.33,1.3,1.86,1.33,8.25,1.98,1.3,7.5,2.9,1.3,4.5,,,1.55,-0.5,2.2,4.0,4.0,4.4,1.3,Ajax,Heerenveen,Ajax_Heerenveen_2004
65,3.3,2.0,3.6,,2.0,3.2,3.4,-0.5,3.1,3.5,1.8,3.3,3.2,1.9,1.82,2.0,3.4,2.02,1.9,3.2,1.64,2.0,3.2,,,1.65,-0.5,2.0,3.1,3.4,3.25,2.0,Den Bosch,Roosendaal,Den Bosch_Roosendaal_2004
66,3.75,7.0,1.4,,6.5,1.44,4.0,2.06,1.4,1.44,6.5,1.4,3.75,6.0,0.5,7.0,1.4,1.4,6.5,1.35,,7.0,3.6,1.78,1.25,,2.5,,4.0,4.0,3.9,,Den Haag,PSV Eindhoven,Den Haag_PSV Eindhoven_2004
67,3.2,3.3,2.1,,2.75,2.25,3.25,0.25,2.25,2.25,3.0,2.25,3.2,2.75,1.88,2.75,2.2,1.96,2.85,2.0,2.25,2.75,3.2,,,1.65,0.5,2.0,3.0,3.2,3.25,1.49,Groningen,Utrecht,Groningen_Utrecht_2004
68,3.25,3.5,1.91,,3.4,1.91,3.4,0.5,1.9,1.9,3.2,1.9,3.2,3.5,1.88,3.4,1.9,1.96,3.4,1.9,1.9,3.6,3.25,,,1.6,0.5,2.1,3.1,3.5,3.25,1.71,Roda JC,Feyenoord,Roda JC_Feyenoord_2004
69,3.3,1.8,3.6,,1.85,3.4,3.4,-0.5,3.4,3.75,1.8,3.65,3.2,1.83,1.9,1.9,3.6,1.94,1.85,3.6,1.75,1.85,3.4,,,1.6,-0.5,2.1,3.3,3.4,3.35,1.85,Vitesse,NAC Breda,Vitesse_NAC Breda_2004
70,3.3,1.9,3.25,,1.91,3.4,3.4,-0.5,3.4,3.5,1.91,3.45,3.2,1.9,1.84,1.9,3.4,2.0,1.9,3.4,1.67,1.95,3.25,,,1.71,-0.5,1.95,3.2,3.4,3.25,1.95,Waalwijk,Nijmegen,Waalwijk_Nijmegen_2004
71,3.4,1.6,4.5,,1.67,4.33,3.55,-0.75,4.2,4.33,1.62,4.65,3.4,1.66,2.04,1.7,4.45,1.8,1.65,4.6,1.98,1.63,3.4,,,1.55,-0.5,2.2,3.4,3.5,3.45,1.63,Willem II,Groningen,Willem II_Groningen_2004
72,3.2,2.1,3.2,,2.1,3.0,3.3,-0.25,3.1,3.2,2.0,3.2,3.2,2.0,2.04,2.05,3.0,1.8,2.1,3.1,1.6,2.05,3.2,,,1.55,-0.5,2.2,3.0,3.2,3.2,2.05,Nijmegen,NAC Breda,Nijmegen_NAC Breda_2004
73,3.3,2.4,2.5,,2.3,2.7,3.25,-0.25,2.75,2.7,2.4,2.8,3.2,2.3,1.8,2.2,2.85,2.04,2.2,2.6,1.47,2.3,3.1,,,1.71,-0.5,1.95,3.0,3.25,3.1,2.3,Roosendaal,Twente,Roosendaal_Twente_2004
74,3.1,2.4,2.75,,2.3,2.7,3.25,0.0,2.45,2.75,2.2,2.8,3.2,2.25,1.82,2.55,2.7,2.02,2.3,2.6,1.47,2.3,3.1,,,1.71,-0.5,1.95,3.0,3.25,3.1,2.3,Vitesse,AZ Alkmaar,Vitesse_AZ Alkmaar_2004
75,4.5,1.33,10.0,,1.3,7.5,4.5,-1.5,8.0,8.0,1.25,8.5,4.5,1.28,1.88,1.28,8.25,1.96,1.3,7.5,2.94,1.3,4.5,,,1.45,-0.5,2.45,4.0,4.5,4.5,1.3,Feyenoord,Waalwijk,Feyenoord_Waalwijk_2004
76,3.3,2.1,3.0,,2.1,3.0,3.3,-0.25,2.8,3.0,2.0,3.1,3.2,2.1,1.92,2.15,3.0,1.92,2.1,3.1,1.57,2.1,3.2,,,1.71,-0.5,1.95,3.0,3.4,3.2,2.1,Graafschap,Den Haag,Graafschap_Den Haag_2004
77,3.25,1.9,3.0,,2.0,3.2,3.25,-0.25,3.4,3.2,2.0,3.4,3.2,2.0,2.08,1.9,3.65,1.76,1.9,3.5,1.64,2.0,3.2,,,1.6,-0.5,2.1,3.1,3.4,3.15,2.0,Heerenveen,Utrecht,Heerenveen_Utrecht_2004
78,3.2,1.9,3.2,,2.0,3.2,3.35,-0.5,3.2,3.2,2.0,3.2,3.2,2.0,1.78,2.0,3.3,2.06,1.95,3.5,1.6,2.05,3.2,,,1.6,-0.5,2.1,3.1,3.2,3.2,2.05,PSV Eindhoven,Ajax,PSV Eindhoven_Ajax_2004
79,3.5,1.5,6.0,,1.5,5.5,3.65,-1.25,5.25,5.5,1.5,6.25,3.6,1.5,1.96,1.55,5.75,1.88,1.5,5.0,2.36,1.45,3.6,,,1.6,-0.5,2.1,3.7,3.4,3.8,1.45,Roda JC,Den Bosch,Roda JC_Den Bosch_2004
80,3.35,2.2,2.5,,2.3,2.62,3.2,,2.7,2.62,2.4,2.75,3.25,2.3,,2.2,2.6,,2.4,2.9,1.48,2.3,3.25,,,1.71,-0.5,1.95,3.0,3.25,3.2,2.3,Den Haag,Twente,Den Haag_Twente_2004
81,3.35,3.1,2.1,,3.0,2.1,3.35,,2.2,2.1,3.0,2.1,3.4,2.87,,2.7,2.0,,3.2,2.1,2.1,3.0,3.2,,,1.71,0.5,1.95,3.0,3.2,3.3,1.57,Graafschap,Willem II,Graafschap_Willem II_2004
82,3.35,2.1,3.2,,2.1,3.0,3.3,,2.85,3.0,2.0,2.95,3.2,2.1,,2.1,3.25,,2.0,3.1,1.55,2.15,3.2,,,1.55,-0.5,2.2,3.0,3.2,3.25,2.15,NAC Breda,Roda JC,NAC Breda_Roda JC_2004
83,3.4,3.6,1.8,,4.0,1.75,3.4,0.5,1.8,1.8,3.6,1.72,3.4,3.75,1.76,3.6,1.8,2.08,3.8,1.85,1.72,4.0,3.3,,,1.55,0.5,2.2,3.1,3.4,3.4,1.84,Utrecht,PSV Eindhoven,Utrecht_PSV Eindhoven_2004
84,3.4,1.8,3.5,,1.85,3.6,3.4,-0.5,3.8,3.75,1.8,3.8,3.4,1.8,2.04,1.75,3.8,1.8,1.8,3.8,1.79,1.8,3.25,,,1.6,-0.5,2.1,3.1,3.5,3.4,1.8,Roda JC,Waalwijk,Roda JC_Waalwijk_2004
85,3.4,1.9,3.2,,1.91,3.4,3.35,-0.5,3.4,3.4,2.0,3.3,3.4,1.9,1.76,1.85,3.3,2.08,1.95,3.5,1.64,2.0,3.25,,,1.6,-0.5,2.1,3.1,3.2,3.25,2.0,Twente,Vitesse,Twente_Vitesse_2004
86,3.9,1.45,7.0,,1.44,6.0,3.75,-1.25,6.5,6.5,1.4,6.5,3.75,1.44,2.04,1.4,5.6,1.8,1.5,5.4,1.48,1.45,3.75,,,1.5,-1.5,2.3,3.8,3.75,3.75,2.03,Willem II,Roosendaal,Willem II_Roosendaal_2004
87,5.0,1.3,9.0,,1.3,8.0,4.5,-1.5,8.0,9.0,1.3,7.5,4.5,1.28,2.02,1.25,8.25,1.82,1.3,8.0,1.66,1.3,4.33,,,1.5,-1.5,2.3,4.2,4.0,4.75,1.76,Ajax,Nijmegen,Ajax_Nijmegen_2004
88,3.25,2.9,2.1,,3.0,2.1,3.25,0.25,2.2,2.1,3.0,2.15,3.25,3.0,1.88,2.75,2.3,1.96,2.7,2.2,2.15,2.95,3.2,,,1.6,0.5,2.1,3.0,3.2,3.25,1.55,AZ Alkmaar,Feyenoord,AZ Alkmaar_Feyenoord_2004
89,3.2,3.4,1.83,,3.2,2.0,3.4,0.5,2.0,1.8,3.5,1.8,3.3,3.75,1.94,3.2,1.8,1.9,3.8,1.9,,3.5,3.2,,,1.6,,2.1,3.2,3.4,3.3,,Den Bosch,Heerenveen,Den Bosch_Heerenveen_2004
90,3.4,1.85,4.0,,1.85,3.6,3.35,-0.5,3.6,3.75,1.73,4.15,3.25,1.83,2.0,1.8,3.65,1.84,1.85,3.6,1.85,1.75,3.25,,,1.64,-0.5,2.0,3.1,3.4,3.35,1.75,Groningen,Den Haag,Groningen_Den Haag_2004
91,3.4,1.9,3.4,-0.5,1.91,3.4,3.35,-0.5,3.25,3.4,1.91,3.6,3.25,1.9,1.9,1.9,3.65,1.94,1.85,3.4,1.71,1.9,3.25,1.975,1.875,1.65,-0.5,2.0,3.2,3.25,3.25,1.9,Roosendaal,Graafschap,Roosendaal_Graafschap_2004
92,3.1,2.7,,0.0,2.4,2.5,3.25,0.0,2.5,2.7,,2.5,3.1,2.3,1.9,2.5,2.3,1.94,2.7,2.3,1.4,2.5,3.2,1.925,1.925,1.65,-0.5,2.0,3.0,,3.2,2.5,Waalwijk,Heerenveen,Waalwijk_Heerenveen_2004
93,3.55,1.7,4.33,-0.75,1.73,4.2,3.4,-0.5,4.2,4.0,1.67,4.5,3.4,1.72,2.08,1.65,3.8,1.76,1.8,4.0,1.94,1.67,3.25,1.95,1.9,1.6,-0.5,2.1,3.3,3.4,3.4,1.67,AZ Alkmaar,Utrecht,AZ Alkmaar_Utrecht_2004
