,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,WHA,B365A,LBH,GBA,B365D,B365H,WHH,BWA,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
295,3.5,,3.2,-0.5,2.05,3.0,3.4,2.95,3.0,2.0,3.0,3.4,2.0,2.0,3.8,1.8,,1.57,2.0,3.4,2.05,1.8,1.71,-0.5,1.95,,3.2,3.3,2.0,Setubal,Estoril,Setubal_Estoril_2004
296,5.0,1.3,8.0,-1.5,1.29,8.0,4.0,8.0,8.0,1.25,8.0,4.5,1.28,1.25,6.75,1.4,8.0,2.88,1.27,4.75,2.0,1.85,1.79,-0.5,1.85,4.2,5.0,4.5,1.27,Sp Braga,Beira Mar,Sp Braga_Beira Mar_2004
297,3.2,2.5,,0.0,2.6,2.4,3.35,2.3,2.25,,2.35,3.0,2.87,2.65,2.2,2.8,2.5,2.35,2.65,3.2,2.0,1.85,2.0,0.5,1.6,3.0,,3.1,1.43,Beira Mar,Guimaraes,Beira Mar_Guimaraes_2004
298,3.3,1.9,,-0.5,1.85,3.75,3.4,3.95,3.25,,3.5,3.4,1.9,1.75,3.8,1.8,3.4,1.67,1.9,3.25,1.82,2.025,1.85,-0.5,1.74,3.2,,3.2,1.9,Belenenses,Setubal,Belenenses_Setubal_2004
299,2.6,2.9,,0.5,4.0,2.0,2.75,1.9,1.9,,1.85,2.75,4.5,4.6,2.05,3.85,2.2,1.85,4.5,2.75,1.75,2.1,1.95,0.5,1.65,3.0,,2.75,1.71,Boavista,Benfica,Boavista_Benfica_2004
300,3.2,2.4,,0.0,2.6,2.4,3.2,2.5,2.4,,2.35,3.2,2.5,2.4,2.45,2.55,2.4,2.35,2.6,3.2,1.8,2.05,1.9,0.5,1.7,3.2,,3.15,1.42,Estoril,Maritimo,Estoril_Maritimo_2004
301,3.05,2.0,,-0.25,2.1,3.1,3.3,3.1,3.2,,3.15,3.0,2.1,2.1,3.55,1.9,3.2,1.56,2.05,3.1,1.7,2.2,2.25,-0.5,1.55,3.1,,3.1,2.05,Leiria,Rio Ave,Leiria_Rio Ave_2004
302,3.25,3.0,,0.5,3.2,2.0,3.4,1.95,2.0,,1.95,3.2,3.2,3.25,2.15,2.85,2.1,1.95,3.3,3.3,1.8,2.05,2.0,0.5,1.6,3.1,,3.25,1.64,Moreirense,Sp Braga,Moreirense_Sp Braga_2004
303,3.3,1.8,,-0.5,1.85,3.75,3.4,3.7,3.75,,3.75,3.25,1.8,1.8,3.8,1.8,3.7,1.74,1.8,3.25,1.85,2.0,2.0,-0.5,1.6,3.2,,3.25,1.8,Penafiel,Gil Vicente,Penafiel_Gil Vicente_2004
304,5.0,1.2,,-1.75,1.18,11.0,6.0,10.5,9.0,,11.0,5.5,1.2,1.2,13.0,1.15,10.0,,1.18,5.5,1.9,1.95,1.8,,1.8,5.0,,5.4,,Porto,Academica,Porto_Academica_2004
305,5.0,1.25,,-1.5,1.18,11.0,5.5,8.0,11.0,,9.0,5.5,1.16,1.25,10.5,1.2,9.0,,1.25,5.5,1.75,2.1,1.7,,1.9,4.5,,4.7,,Sp Lisbon,Nacional,Sp Lisbon_Nacional_2004
