,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
21,5,5,Man United,Wigan,E0,16,13,7,3,8,0,H Webb,16,0,A,0,0,D,11,2,0,22/08/2009,2,Wigan_Man United_2009
22,7,0,Everton,Burnley,E0,8,11,4,3,13,0,P Dowd,17,1,H,1,0,H,11,0,0,23/08/2009,1,Burnley_Everton_2009
23,7,2,Chelsea,Fulham,E0,4,4,1,4,10,1,A Marriner,12,0,A,0,0,A,11,0,0,23/08/2009,0,Fulham_Chelsea_2009
24,8,2,Tottenham,West Ham,E0,17,10,8,4,11,0,M Clattenburg,17,1,A,0,0,D,13,1,0,23/08/2009,2,West Ham_Tottenham_2009
25,4,3,Aston Villa,Liverpool,E0,21,4,12,10,11,2,M Atkinson,7,1,A,0,0,A,15,2,0,24/08/2009,3,Liverpool_Aston Villa_2009
26,2,0,West Ham,Blackburn,E0,19,5,9,5,18,0,P Dowd,11,0,D,0,0,D,13,3,0,29/08/2009,1,Blackburn_West Ham_2009
27,11,3,Liverpool,Bolton,E0,8,14,5,5,7,1,A Wiley,26,2,A,1,0,D,14,1,1,29/08/2009,3,Bolton_Liverpool_2009
28,1,0,Burnley,Chelsea,E0,27,0,17,10,5,0,M Clattenburg,3,3,H,1,0,H,7,1,0,29/08/2009,0,Chelsea_Burnley_2009
29,5,1,Arsenal,Man United,E0,10,3,4,6,15,1,M Dean,9,2,H,0,0,A,21,6,0,29/08/2009,3,Man United_Arsenal_2009
30,10,0,Sunderland,Stoke,E0,13,6,7,10,8,0,M Jones,9,1,H,1,0,H,9,2,0,29/08/2009,0,Stoke_Sunderland_2009
31,3,1,Birmingham,Tottenham,E0,20,6,14,7,10,0,P Walton,11,2,H,0,0,D,12,2,0,29/08/2009,2,Tottenham_Birmingham_2009
32,2,1,Hull,Wolves,E0,24,4,17,8,15,1,S Attwell,5,1,D,0,0,A,11,2,0,29/08/2009,0,Wolves_Hull_2009
33,4,0,Fulham,Aston Villa,E0,9,3,4,9,9,0,S Bennett,6,2,H,1,0,H,9,2,0,30/08/2009,1,Aston Villa_Fulham_2009
34,5,1,Wigan,Everton,E0,26,7,14,12,24,0,L Probert,12,2,H,0,0,D,11,5,0,30/08/2009,1,Everton_Wigan_2009
35,11,1,Man City,Portsmouth,E0,11,8,6,3,7,1,H Webb,12,0,A,0,0,A,12,1,0,30/08/2009,2,Portsmouth_Man City_2009
36,6,1,Wolves,Blackburn,E0,13,5,10,10,16,0,S Bennett,9,3,H,1,0,H,13,2,0,12/09/2009,1,Blackburn_Wolves_2009
37,5,0,Burnley,Liverpool,E0,27,3,16,7,10,0,L Mason,6,4,H,2,0,H,8,2,0,12/09/2009,0,Liverpool_Burnley_2009
38,12,2,Arsenal,Man City,E0,10,9,6,3,12,0,M Clattenburg,19,4,H,1,0,H,13,2,0,12/09/2009,3,Man City_Arsenal_2009
39,5,3,Bolton,Portsmouth,E0,21,6,11,7,17,2,C Foy,14,2,A,1,0,A,17,0,0,12/09/2009,2,Portsmouth_Bolton_2009
40,14,2,Chelsea,Stoke,E0,4,10,2,4,11,1,M Dean,18,1,A,1,0,D,13,3,0,12/09/2009,3,Stoke_Chelsea_2009
41,8,1,Hull,Sunderland,E0,7,5,4,7,15,1,M Atkinson,6,4,H,1,0,D,18,2,0,12/09/2009,2,Sunderland_Hull_2009
42,9,3,Man United,Tottenham,E0,11,13,7,3,13,2,A Marriner,17,1,A,1,1,A,16,2,0,12/09/2009,3,Tottenham_Man United_2009
43,7,0,West Ham,Wigan,E0,12,5,6,6,11,0,A Wiley,12,1,H,0,0,D,13,1,0,12/09/2009,2,Wigan_West Ham_2009
44,1,1,Aston Villa,Birmingham,E0,11,5,7,7,20,0,H Webb,12,0,A,0,0,D,10,2,0,13/09/2009,1,Birmingham_Aston Villa_2009
45,3,1,Everton,Fulham,E0,14,6,8,5,10,1,P Walton,6,2,H,0,0,A,6,0,0,13/09/2009,1,Fulham_Everton_2009
46,4,0,Wigan,Arsenal,E0,23,5,11,6,18,0,M Jones,8,4,H,1,0,H,6,2,0,19/09/2009,2,Arsenal_Wigan_2009
47,5,0,Portsmouth,Aston Villa,E0,7,12,5,7,12,0,S Attwell,17,2,H,2,0,H,17,0,0,19/09/2009,2,Aston Villa_Portsmouth_2009
48,6,1,Stoke,Bolton,E0,11,6,5,4,11,0,M Clattenburg,10,1,D,0,0,D,6,2,0,19/09/2009,2,Bolton_Stoke_2009
49,4,1,Sunderland,Burnley,E0,10,5,3,4,15,1,C Foy,8,3,H,1,0,D,4,3,0,19/09/2009,0,Burnley_Sunderland_2009
50,8,1,Birmingham,Hull,E0,16,9,11,10,13,0,P Dowd,14,0,A,0,0,D,15,2,0,19/09/2009,0,Hull_Birmingham_2009
51,4,3,Liverpool,West Ham,E0,8,15,5,4,17,2,A Marriner,19,2,A,2,0,D,13,3,0,19/09/2009,3,West Ham_Liverpool_2009
52,3,0,Tottenham,Chelsea,E0,25,4,15,11,9,0,H Webb,9,3,H,1,0,H,7,2,0,20/09/2009,0,Chelsea_Tottenham_2009
53,2,0,Blackburn,Everton,E0,18,4,11,6,18,0,L Mason,7,3,H,1,0,H,15,2,0,20/09/2009,1,Everton_Blackburn_2009
54,1,3,Man City,Man United,E0,21,6,11,11,14,1,M Atkinson,10,4,H,1,0,D,15,2,0,20/09/2009,2,Man United_Man City_2009
55,3,1,Fulham,Wolves,E0,12,1,4,3,11,0,K Friend,3,2,H,1,0,H,14,1,0,20/09/2009,1,Wolves_Fulham_2009
56,4,2,Bolton,Birmingham,E0,12,4,6,8,17,1,S Bennett,10,1,A,0,0,A,9,1,0,26/09/2009,2,Birmingham_Bolton_2009
57,5,1,Aston Villa,Blackburn,E0,15,5,7,6,11,1,M Clattenburg,10,2,H,1,0,D,14,3,1,26/09/2009,2,Blackburn_Aston Villa_2009
58,6,1,Arsenal,Fulham,E0,18,4,12,4,11,0,M Atkinson,14,0,A,0,0,D,14,0,0,26/09/2009,4,Fulham_Arsenal_2009
59,2,1,Hull,Liverpool,E0,22,3,14,13,3,1,P Walton,7,6,H,2,0,H,10,4,0,26/09/2009,1,Liverpool_Hull_2009
60,6,1,Everton,Portsmouth,E0,16,8,12,5,17,1,A Wiley,12,0,A,0,0,A,14,3,0,26/09/2009,0,Portsmouth_Everton_2009
61,7,2,Man United,Stoke,E0,2,7,1,2,8,0,H Webb,13,0,A,0,0,D,9,1,0,26/09/2009,1,Stoke_Man United_2009
62,7,0,Burnley,Tottenham,E0,18,7,12,2,14,0,M Dean,10,5,H,2,0,H,10,1,0,26/09/2009,1,Tottenham_Burnley_2009
63,7,1,Chelsea,Wigan,E0,15,8,9,4,11,0,P Dowd,14,3,H,1,1,H,11,2,0,26/09/2009,1,Wigan_Chelsea_2009
64,8,2,Wolves,Sunderland,E0,10,11,8,7,11,0,L Mason,15,5,H,1,0,H,18,3,0,27/09/2009,1,Sunderland_Wolves_2009
65,5,1,West Ham,Man City,E0,20,8,12,11,14,1,C Foy,12,3,H,2,0,H,18,1,0,28/09/2009,1,Man City_West Ham_2009
66,6,2,Tottenham,Bolton,E0,12,9,9,5,16,1,M Jones,17,2,D,1,0,D,15,1,0,03/10/2009,2,Bolton_Tottenham_2009
67,4,1,Birmingham,Burnley,E0,15,6,13,8,11,0,K Friend,10,2,H,0,0,D,17,3,0,03/10/2009,0,Burnley_Birmingham_2009
68,2,1,Wigan,Hull,E0,11,5,6,4,8,0,M Clattenburg,13,2,H,0,0,D,14,2,0,03/10/2009,0,Hull_Wigan_2009
69,1,2,Sunderland,Man United,E0,17,3,9,14,15,1,A Wiley,4,2,D,0,1,A,11,3,0,03/10/2009,2,Man United_Sunderland_2009
70,6,1,Portsmouth,Wolves,E0,11,8,5,8,12,1,H Webb,12,0,A,0,0,A,8,2,0,03/10/2009,1,Wolves_Portsmouth_2009
71,1,2,Blackburn,Arsenal,E0,24,7,18,8,10,2,P Walton,7,6,H,3,0,H,9,1,0,04/10/2009,1,Arsenal_Blackburn_2009
72,8,0,Liverpool,Chelsea,E0,12,3,8,5,17,0,M Atkinson,12,2,H,0,0,D,14,1,0,04/10/2009,1,Chelsea_Liverpool_2009
73,4,1,Stoke,Everton,E0,24,6,17,11,15,0,A Marriner,8,1,D,0,0,D,5,3,0,04/10/2009,1,Everton_Stoke_2009
74,4,2,Fulham,West Ham,E0,20,6,10,8,9,0,P Dowd,10,2,D,1,1,H,12,2,0,04/10/2009,3,West Ham_Fulham_2009
75,6,1,Man City,Aston Villa,E0,12,7,6,6,8,0,M Dean,9,1,D,1,0,H,10,2,0,05/10/2009,1,Aston Villa_Man City_2009
76,3,1,Birmingham,Arsenal,E0,20,2,12,7,16,1,L Probert,3,3,H,2,0,H,8,2,0,17/10/2009,1,Arsenal_Birmingham_2009
77,9,1,Chelsea,Aston Villa,E0,7,13,5,6,13,1,K Friend,21,2,H,1,0,D,19,1,0,17/10/2009,2,Aston Villa_Chelsea_2009
78,5,1,Wolves,Everton,E0,13,6,5,6,15,0,S Attwell,12,1,D,0,1,D,6,3,0,17/10/2009,1,Everton_Wolves_2009
79,1,1,Bolton,Man United,E0,13,7,7,13,8,0,M Clattenburg,15,2,H,2,0,H,15,1,0,17/10/2009,0,Man United_Bolton_2009
80,9,2,Tottenham,Portsmouth,E0,23,4,13,10,13,2,P Dowd,9,1,A,0,1,A,14,3,1,17/10/2009,3,Portsmouth_Tottenham_2009
81,6,1,West Ham,Stoke,E0,11,11,4,5,13,1,M Atkinson,12,2,H,1,0,D,16,3,0,17/10/2009,3,Stoke_West Ham_2009
82,7,0,Liverpool,Sunderland,E0,13,6,7,1,17,0,M Jones,15,1,H,1,0,H,20,1,0,17/10/2009,2,Sunderland_Liverpool_2009
83,2,2,Burnley,Blackburn,E0,12,5,6,3,14,1,C Foy,9,3,H,3,0,H,18,3,0,18/10/2009,3,Blackburn_Burnley_2009
84,6,1,Man City,Wigan,E0,13,4,7,6,11,0,A Wiley,5,1,D,1,1,H,15,1,0,18/10/2009,2,Wigan_Man City_2009
85,4,0,Hull,Fulham,E0,17,2,11,7,15,0,A Marriner,5,2,H,1,0,H,13,1,0,19/10/2009,1,Fulham_Hull_2009
86,8,1,Sunderland,Birmingham,E0,19,6,13,6,14,0,M Atkinson,14,2,H,1,0,H,9,1,0,24/10/2009,3,Birmingham_Sunderland_2009
87,4,3,Wigan,Burnley,E0,12,8,9,7,11,1,L Mason,13,1,A,1,0,D,12,0,0,24/10/2009,2,Burnley_Wigan_2009
88,0,0,Blackburn,Chelsea,E0,26,2,15,8,10,0,A Wiley,5,5,H,1,0,H,8,1,0,24/10/2009,0,Chelsea_Blackburn_2009
89,6,0,Portsmouth,Hull,E0,7,2,3,6,23,0,S Attwell,8,0,D,0,0,D,16,1,0,24/10/2009,2,Hull_Portsmouth_2009
90,1,1,Stoke,Tottenham,E0,22,2,12,7,18,0,L Probert,8,0,A,0,0,D,8,3,0,24/10/2009,0,Tottenham_Stoke_2009
91,3,1,Aston Villa,Wolves,E0,8,8,4,8,16,0,P Walton,12,1,D,0,0,D,10,2,0,24/10/2009,1,Wolves_Aston Villa_2009
92,4,2,Everton,Bolton,E0,12,12,8,4,15,1,P Dowd,17,3,H,2,0,H,14,1,0,25/10/2009,3,Bolton_Everton_2009
93,1,0,Man United,Liverpool,E0,11,5,6,5,11,0,A Marriner,7,2,H,0,1,D,20,3,1,25/10/2009,2,Liverpool_Man United_2009
94,2,2,Fulham,Man City,E0,20,5,7,14,12,0,K Friend,11,2,D,0,0,D,11,2,0,25/10/2009,0,Man City_Fulham_2009
95,8,2,Arsenal,West Ham,E0,15,10,9,6,15,2,C Foy,15,2,D,0,0,A,17,2,1,25/10/2009,3,West Ham_Arsenal_2009
96,2,0,Tottenham,Arsenal,E0,18,5,12,6,10,0,M Clattenburg,7,3,H,2,0,H,10,1,0,31/10/2009,1,Arsenal_Tottenham_2009
97,10,4,Chelsea,Bolton,E0,15,17,6,8,7,1,P Walton,27,0,A,0,0,A,9,1,1,31/10/2009,1,Bolton_Chelsea_2009
98,1,0,Hull,Burnley,E0,11,6,5,8,13,0,M Jones,8,2,H,1,1,H,12,4,0,31/10/2009,1,Burnley_Hull_2009
99,4,1,Aston Villa,Everton,E0,9,8,4,3,16,0,L Probert,13,1,D,1,1,H,15,3,1,31/10/2009,1,Everton_Aston Villa_2009
100,2,1,Liverpool,Fulham,E0,10,3,6,2,13,1,L Mason,6,3,H,1,2,D,10,0,0,31/10/2009,1,Fulham_Liverpool_2009
101,2,0,Blackburn,Man United,E0,20,1,11,7,21,0,P Dowd,2,2,H,0,0,D,10,2,0,31/10/2009,0,Man United_Blackburn_2009
102,4,0,Wigan,Portsmouth,E0,21,3,11,7,10,0,A Wiley,8,4,H,2,0,H,11,1,0,31/10/2009,0,Portsmouth_Wigan_2009
103,3,2,Wolves,Stoke,E0,10,7,5,4,15,0,C Foy,11,2,D,2,0,H,13,3,0,31/10/2009,0,Stoke_Wolves_2009
104,3,2,West Ham,Sunderland,E0,17,9,7,7,16,2,A Marriner,15,2,D,1,1,A,12,3,1,31/10/2009,3,Sunderland_West Ham_2009
105,8,0,Man City,Birmingham,E0,7,6,4,4,8,0,M Dean,14,0,D,0,0,D,9,1,1,01/11/2009,3,Birmingham_Man City_2009
106,14,1,Aston Villa,West Ham,E0,14,10,7,6,12,0,S Bennett,13,2,H,1,1,H,11,4,0,04/11/2009,2,West Ham_Aston Villa_2009
107,1,1,Bolton,Aston Villa,E0,19,9,13,8,16,1,M Clattenburg,13,5,H,2,0,H,17,4,0,07/11/2009,1,Aston Villa_Bolton_2009
108,5,1,Portsmouth,Blackburn,E0,10,3,6,8,18,1,A Marriner,9,3,H,0,0,A,12,3,0,07/11/2009,3,Blackburn_Portsmouth_2009
109,3,3,Burnley,Man City,E0,13,4,8,8,11,2,S Attwell,6,3,D,1,0,A,10,3,0,07/11/2009,1,Man City_Burnley_2009
110,4,0,Sunderland,Tottenham,E0,10,6,8,4,19,0,K Friend,14,2,H,1,0,H,10,2,0,07/11/2009,1,Tottenham_Sunderland_2009
111,4,4,Arsenal,Wolves,E0,8,6,6,4,15,3,St Bennett,11,1,A,0,0,A,9,3,0,07/11/2009,2,Wolves_Arsenal_2009
112,7,0,Man United,Chelsea,E0,12,10,9,0,15,0,Mn Atkinson,21,1,H,0,0,D,13,3,0,08/11/2009,3,Chelsea_Man United_2009
113,2,1,Stoke,Hull,E0,16,4,8,4,14,1,M Dean,7,2,H,0,1,A,12,4,0,08/11/2009,1,Hull_Stoke_2009
114,4,2,Everton,West Ham,E0,16,6,7,5,18,1,A Wiley,9,1,A,0,0,A,12,5,0,08/11/2009,0,West Ham_Everton_2009
115,6,1,Fulham,Wigan,E0,19,3,12,10,16,1,P Dowd,7,1,D,1,0,D,15,1,0,08/11/2009,2,Wigan_Fulham_2009
116,1,2,Birmingham,Liverpool,E0,27,2,14,11,9,2,P Walton,5,2,D,1,0,A,7,2,0,09/11/2009,1,Liverpool_Birmingham_2009
117,7,0,Fulham,Birmingham,E0,3,5,2,0,9,0,C Foy,12,1,H,1,0,H,7,0,0,21/11/2009,1,Birmingham_Fulham_2009
118,8,1,Aston Villa,Burnley,E0,11,6,6,6,12,0,H Webb,10,1,D,1,0,H,6,3,0,21/11/2009,0,Burnley_Aston Villa_2009
119,6,0,Wolves,Chelsea,E0,23,3,14,5,14,0,L Mason,4,4,H,3,0,H,4,2,0,21/11/2009,0,Chelsea_Wolves_2009
120,3,3,West Ham,Hull,E0,12,10,8,5,17,2,M Clattenburg,16,3,D,3,0,H,9,4,1,21/11/2009,0,Hull_West Ham_2009
121,3,2,Man City,Liverpool,E0,10,6,6,7,13,0,P Dowd,9,2,D,0,0,D,9,0,0,21/11/2009,2,Liverpool_Man City_2009
122,4,0,Everton,Man United,E0,18,5,11,13,6,0,S Bennett,11,3,H,1,0,H,4,2,0,21/11/2009,2,Man United_Everton_2009
123,6,0,Arsenal,Sunderland,E0,5,3,1,2,10,0,A Wiley,9,1,H,0,0,D,10,1,0,21/11/2009,2,Sunderland_Arsenal_2009
124,7,2,Blackburn,Bolton,E0,15,11,8,7,12,1,M Dean,15,0,A,0,0,A,13,1,0,22/11/2009,3,Bolton_Blackburn_2009
125,4,0,Portsmouth,Stoke,E0,9,7,3,4,13,0,K Friend,14,1,H,0,0,D,15,2,0,22/11/2009,1,Stoke_Portsmouth_2009
126,5,1,Wigan,Tottenham,E0,28,5,16,10,11,0,P Walton,11,9,H,1,0,H,9,0,0,22/11/2009,1,Tottenham_Wigan_2009
127,3,0,Blackburn,Fulham,E0,8,3,4,3,13,0,S Attwell,7,3,H,1,0,H,7,0,0,25/11/2009,0,Fulham_Blackburn_2009
128,4,2,Everton,Hull,E0,8,3,7,3,23,0,M Atkinson,5,3,H,3,0,H,18,4,0,25/11/2009,1,Hull_Everton_2009
129,9,1,Tottenham,Aston Villa,E0,12,17,4,7,8,0,P Dowd,23,1,D,1,0,H,10,1,0,28/11/2009,0,Aston Villa_Tottenham_2009
130,2,0,Stoke,Blackburn,E0,11,4,4,9,11,0,H Webb,7,0,D,0,0,D,12,2,0,28/11/2009,1,Blackburn_Stoke_2009
131,5,1,Bolton,Fulham,E0,12,2,7,8,21,1,S Bennett,4,1,D,0,0,A,7,6,0,28/11/2009,1,Fulham_Bolton_2009
132,2,1,Hull,Man City,E0,17,3,7,8,12,0,L Probert,8,1,D,1,0,H,14,3,0,28/11/2009,1,Man City_Hull_2009
133,8,4,Man United,Portsmouth,E0,20,8,12,4,10,1,M Dean,12,1,A,1,0,D,16,3,0,28/11/2009,4,Portsmouth_Man United_2009
134,7,3,Burnley,West Ham,E0,9,10,5,1,15,0,C Foy,16,5,H,3,1,H,10,1,0,28/11/2009,2,West Ham_Burnley_2009
135,8,0,Sunderland,Wigan,E0,16,4,10,5,14,0,Mn Atkinson,9,1,H,0,0,D,12,3,0,28/11/2009,0,Wigan_Sunderland_2009
136,3,3,Chelsea,Arsenal,E0,5,5,3,4,12,2,A Marriner,7,0,A,0,0,A,17,2,0,29/11/2009,2,Arsenal_Chelsea_2009
137,4,2,Liverpool,Everton,E0,12,7,8,6,12,1,A Wiley,9,0,A,0,0,A,15,0,0,29/11/2009,1,Everton_Liverpool_2009
138,5,1,Birmingham,Wolves,E0,8,7,2,6,8,1,M Clattenburg,13,0,A,0,0,A,14,1,0,29/11/2009,2,Wolves_Birmingham_2009
139,2,0,Stoke,Arsenal,E0,12,4,8,10,7,0,M Clattenburg,5,2,H,1,0,H,3,0,0,05/12/2009,0,Arsenal_Stoke_2009
140,3,0,Hull,Aston Villa,E0,13,1,6,9,15,0,S Attwell,5,3,H,2,0,H,15,3,0,05/12/2009,4,Aston Villa_Hull_2009
141,8,0,Liverpool,Blackburn,E0,9,11,3,1,9,0,M Atkinson,15,0,D,0,0,D,15,0,0,05/12/2009,1,Blackburn_Liverpool_2009
142,6,1,Chelsea,Man City,E0,13,6,8,9,17,1,H Webb,10,2,H,1,0,D,12,6,0,05/12/2009,1,Man City_Chelsea_2009
143,5,0,Burnley,Portsmouth,E0,9,8,4,5,14,0,P Dowd,14,2,H,0,0,D,16,2,0,05/12/2009,4,Portsmouth_Burnley_2009
144,8,4,Man United,West Ham,E0,11,11,7,2,16,1,P Walton,18,0,A,0,0,A,8,1,0,05/12/2009,0,West Ham_Man United_2009
145,2,3,Birmingham,Wigan,E0,18,9,7,2,8,0,L Probert,10,2,A,1,0,H,14,0,0,05/12/2009,2,Wigan_Birmingham_2009
146,10,1,Bolton,Wolves,E0,12,10,11,11,16,0,C Foy,17,2,H,1,0,H,9,1,0,05/12/2009,2,Wolves_Bolton_2009
147,6,2,Tottenham,Everton,E0,15,11,6,1,18,0,A Marriner,19,2,D,0,0,D,11,4,0,06/12/2009,4,Everton_Tottenham_2009
148,8,0,Sunderland,Fulham,E0,16,5,5,4,12,0,M Dean,8,1,H,1,0,H,9,2,0,06/12/2009,1,Fulham_Sunderland_2009
149,7,0,West Ham,Birmingham,E0,16,7,9,11,13,0,L Mason,14,1,H,0,1,D,12,4,0,12/12/2009,3,Birmingham_West Ham_2009
150,9,3,Man City,Bolton,E0,12,6,8,5,9,2,M Clattenburg,14,3,D,2,1,D,11,3,0,12/12/2009,3,Bolton_Man City_2009
151,4,1,Fulham,Burnley,E0,10,6,8,7,8,0,M Jones,12,1,D,0,0,D,12,2,0,12/12/2009,0,Burnley_Fulham_2009
152,1,3,Everton,Chelsea,E0,25,7,13,7,17,2,P Dowd,10,3,D,2,0,D,13,1,0,12/12/2009,0,Chelsea_Everton_2009
153,4,0,Blackburn,Hull,E0,9,9,7,3,19,0,C Foy,14,0,D,0,0,D,14,2,0,12/12/2009,1,Hull_Blackburn_2009
154,4,1,Aston Villa,Man United,E0,16,5,9,9,14,1,M Atkinson,8,0,A,0,0,A,4,1,0,12/12/2009,1,Man United_Aston Villa_2009
155,3,2,Wigan,Stoke,E0,14,8,5,5,8,1,M Dean,11,2,D,1,0,D,19,1,0,12/12/2009,5,Stoke_Wigan_2009
156,6,1,Portsmouth,Sunderland,E0,16,6,9,9,14,0,S Bennett,9,1,D,1,1,H,12,3,0,12/12/2009,4,Sunderland_Portsmouth_2009
157,5,1,Wolves,Tottenham,E0,18,3,10,1,13,1,S Attwell,3,0,A,0,0,A,8,5,0,12/12/2009,0,Tottenham_Wolves_2009
158,4,2,Arsenal,Liverpool,E0,6,5,3,3,16,0,H Webb,7,1,A,1,0,H,19,3,0,13/12/2009,3,Liverpool_Arsenal_2009
159,7,1,Blackburn,Birmingham,E0,13,4,6,6,16,0,M Jones,8,2,H,1,0,H,8,2,0,15/12/2009,2,Birmingham_Blackburn_2009
160,4,1,West Ham,Bolton,E0,23,6,12,8,7,0,A Marriner,9,3,H,0,0,D,10,1,0,15/12/2009,4,Bolton_West Ham_2009
161,3,0,Wolves,Man United,E0,12,1,9,8,11,0,S Bennett,4,3,H,2,0,H,11,1,0,15/12/2009,1,Man United_Wolves_2009
162,1,2,Aston Villa,Sunderland,E0,15,4,5,7,14,1,K Friend,11,0,A,0,0,A,16,2,1,15/12/2009,2,Sunderland_Aston Villa_2009
163,6,1,Arsenal,Burnley,E0,8,9,3,3,11,1,M Dean,17,1,D,1,0,D,11,0,0,16/12/2009,2,Burnley_Arsenal_2009
164,2,1,Portsmouth,Chelsea,E0,21,3,8,11,11,0,M Clattenburg,7,2,H,1,0,H,11,0,0,16/12/2009,0,Chelsea_Portsmouth_2009
165,0,1,Wigan,Liverpool,E0,12,5,7,13,11,0,P Dowd,8,2,H,1,0,H,12,1,0,16/12/2009,1,Liverpool_Wigan_2009
166,6,0,Man City,Tottenham,E0,19,5,7,5,8,0,A Wiley,9,3,H,1,0,H,10,3,0,16/12/2009,2,Tottenham_Man City_2009
167,0,0,Hull,Arsenal,E0,18,2,9,8,14,0,S Bennett,6,3,H,1,0,H,9,5,0,19/12/2009,1,Arsenal_Hull_2009
168,4,0,Stoke,Aston Villa,E0,17,5,8,3,12,0,L Probert,13,1,H,0,0,D,9,1,0,19/12/2009,0,Aston Villa_Stoke_2009
169,0,2,Tottenham,Blackburn,E0,13,2,9,5,6,1,P Walton,7,0,A,0,0,A,7,1,0,19/12/2009,0,Blackburn_Tottenham_2009
170,2,0,Man United,Fulham,E0,10,4,7,5,9,0,H Webb,16,3,H,1,0,H,10,1,0,19/12/2009,0,Fulham_Man United_2009
171,4,3,Sunderland,Man City,E0,11,5,5,6,8,2,A Marriner,7,4,H,3,1,H,13,2,0,19/12/2009,2,Man City_Sunderland_2009
172,10,0,Liverpool,Portsmouth,E0,14,3,6,8,12,0,L Mason,7,2,H,1,1,H,7,3,0,19/12/2009,3,Portsmouth_Liverpool_2009
173,4,1,Birmingham,Everton,E0,19,1,7,6,9,1,S Attwell,2,1,D,1,0,D,8,3,0,20/12/2009,0,Everton_Birmingham_2009
174,5,1,Chelsea,West Ham,E0,6,6,5,5,16,0,M Dean,20,1,D,1,0,H,17,3,0,20/12/2009,4,West Ham_Chelsea_2009
175,5,0,Burnley,Wolves,E0,12,6,12,5,9,0,M Atkinson,10,2,H,1,0,H,17,1,0,20/12/2009,2,Wolves_Burnley_2009
