,WHD,IWH,LBA,SBH,SBA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,IWA,GBAHA,GBH,SBD,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
143,6.5,1.15,13.0,1.17,13.0,12.0,12.0,1.125,15.0,6.0,1.143,1.12,12.0,,1.13,5.5,1.5,,2.3,6.0,6.5,5.1,,Besiktas,Rizespor,Besiktas_Rizespor_2003
144,3.6,5.0,1.533,5.5,1.53,1.5,1.533,5.0,1.45,3.5,5.5,5.5,1.5,1.86,5.5,3.6,1.6,1.0,2.1,3.7,3.75,3.6,1.85,Elazigspor,Galatasaray,Elazigspor_Galatasaray_2003
145,3.4,1.7,4.5,1.57,5.0,3.8,4.333,1.615,4.2,3.4,1.667,1.72,4.0,1.78,1.58,3.6,1.55,-0.75,2.2,3.3,3.6,3.6,1.93,Trabzonspor,Genclerbirligi,Trabzonspor_Genclerbirligi_2003
146,3.4,1.65,4.0,1.67,4.33,4.5,4.333,1.667,4.25,3.4,1.667,1.61,4.4,,1.6,3.5,1.65,,2.0,3.3,3.6,3.45,,Ankaragucu,A. Sebatspor,Ankaragucu_A. Sebatspor_2003
147,4.0,1.4,7.0,1.33,7.5,6.5,7.0,1.364,7.0,3.75,1.4,1.36,6.0,1.85,1.35,4.33,1.6,-1.25,2.1,3.9,4.0,3.8,1.86,Denizlispor,Adanaspor,Denizlispor_Adanaspor_2003
148,3.2,2.2,2.8,2.2,2.87,2.87,2.625,2.1,2.7,3.2,2.3,2.1,2.8,1.81,2.15,3.2,1.6,-0.25,2.1,3.1,3.4,3.25,1.9,Diyarbakirspor,Gaziantepspor,Diyarbakirspor_Gaziantepspor_2003
149,3.4,1.65,4.5,1.66,4.33,4.5,4.333,1.615,4.2,3.4,1.667,1.61,4.4,2.1,1.65,3.5,1.71,-0.5,1.95,3.3,3.6,3.3,1.65,Istanbulspor,Konyaspor,Istanbulspor_Konyaspor_2003
150,3.3,2.8,2.1,3.0,2.1,2.0,2.2,3.0,2.05,3.2,2.8,3.1,2.2,1.98,3.0,3.25,1.55,0.25,2.2,3.1,3.2,3.2,1.75,Malatyaspor,Fenerbahce,Malatyaspor_Fenerbahce_2003
151,3.3,1.6,4.0,1.61,4.75,5.0,4.333,1.667,4.2,3.6,1.615,1.57,4.6,2.1,1.65,3.5,1.6,-0.5,2.1,3.4,3.6,3.3,1.65,Samsunspor,Bursaspor,Samsunspor_Bursaspor_2003
152,6.0,1.22,13.0,1.2,12.0,10.0,11.0,1.167,10.0,5.0,1.2,1.16,9.5,,1.2,5.0,1.55,,2.2,4.8,5.5,4.85,,Fenerbahce,Rizespor,Fenerbahce_Rizespor_2003
153,3.3,3.5,1.83,3.75,1.83,1.83,1.9,3.5,1.85,3.25,3.4,3.6,1.85,1.91,3.5,3.25,1.6,0.5,2.1,3.2,3.4,3.2,1.79,Diyarbakirspor,Galatasaray,Diyarbakirspor_Galatasaray_2003
154,3.6,1.55,6.0,1.44,6.5,6.0,5.5,1.44,5.9,3.6,1.5,1.44,4.8,1.91,1.45,3.75,1.71,-1.0,1.95,3.5,3.75,3.6,1.8,Denizlispor,A. Sebatspor,Denizlispor_A. Sebatspor_2003
155,3.3,1.6,3.75,1.75,4.0,4.0,,1.73,4.4,,,1.72,4.6,1.84,1.65,3.4,1.65,-0.75,2.0,3.4,3.6,3.3,1.87,Ankaragucu,Rizespor,Ankaragucu_Rizespor_2003
156,5.0,1.2,12.0,1.2,10.0,11.0,9.0,1.17,9.5,5.0,1.22,1.2,10.0,1.88,1.2,5.5,1.55,-1.75,2.2,5.0,5.5,5.0,1.83,Besiktas,Samsunspor,Besiktas_Samsunspor_2003
157,3.2,3.4,1.8,3.4,1.91,2.0,1.9,3.6,1.85,3.25,3.4,3.1,1.9,1.85,3.5,3.4,1.65,0.5,2.0,3.2,3.4,3.2,1.86,Elazigspor,Genclerbirligi,Elazigspor_Genclerbirligi_2003
158,3.6,1.45,6.0,1.44,6.5,6.0,5.5,1.44,5.9,3.6,1.5,1.44,5.4,1.91,1.45,3.75,1.65,-1.0,2.0,3.8,3.75,3.6,1.8,Gaziantepspor,Bursaspor,Gaziantepspor_Bursaspor_2003
159,3.4,4.6,1.67,5.5,1.53,1.66,1.66,4.0,1.55,3.4,4.33,4.33,1.6,1.9,4.85,3.6,1.6,1.0,2.1,3.4,3.6,3.5,1.81,Istanbulspor,Fenerbahce,Istanbulspor_Fenerbahce_2003
160,3.6,1.35,7.0,1.33,8.0,6.0,6.0,1.4,7.5,3.75,1.44,1.44,7.0,1.95,1.36,4.2,1.6,-1.25,2.1,4.0,3.75,3.75,1.77,Malatyaspor,Adanaspor,Malatyaspor_Adanaspor_2003
161,3.6,1.35,8.0,1.36,7.5,6.0,7.0,1.33,7.0,3.75,1.4,1.44,7.0,1.86,1.4,4.0,1.6,-1.25,2.1,4.0,4.0,3.6,1.85,Trabzonspor,Konyaspor,Trabzonspor_Konyaspor_2003
162,3.6,1.6,5.0,1.57,5.0,5.5,5.5,1.571,5.0,3.6,1.5,1.5,4.6,1.91,1.55,3.6,1.65,-0.75,2.0,3.4,3.5,3.7,1.8,Galatasaray,Gaziantepspor,Galatasaray_Gaziantepspor_2003
163,3.2,2.5,2.4,2.5,2.5,2.5,2.5,2.5,2.5,3.1,2.5,2.35,2.5,1.86,2.45,3.2,1.75,0.0,1.9,3.0,3.25,3.15,1.85,A. Sebatspor,Malatyaspor,A. Sebatspor_Malatyaspor_2003
164,3.25,,2.4,2.6,2.4,2.25,2.4,2.5,2.35,3.25,2.5,2.6,,1.77,2.6,3.2,,0.0,,,3.25,3.2,1.95,Adanaspor,Istanbulspor,Adanaspor_Istanbulspor_2003
165,3.45,3.8,1.615,4.5,1.7,1.5,,4.5,1.75,,,5.5,1.8,,3.9,3.3,,,,3.1,3.6,3.4,,Bursaspor,Besiktas,Bursaspor_Besiktas_2003
166,3.6,1.6,5.0,1.61,5.0,5.0,4.5,1.571,4.8,3.5,1.615,1.53,4.8,1.87,1.6,3.4,1.6,-0.75,2.1,3.3,3.5,3.45,1.84,Fenerbahce,Trabzonspor,Fenerbahce_Trabzonspor_2003
167,3.3,1.75,3.6,1.8,4.0,3.6,3.75,1.8,4.05,3.3,1.8,1.8,4.0,1.97,1.75,3.3,1.71,-0.5,1.95,3.2,3.4,3.3,1.75,Genclerbirligi,Diyarbakirspor,Genclerbirligi_Diyarbakirspor_2003
168,3.4,1.6,4.5,1.66,4.5,4.6,4.5,1.615,4.6,3.3,1.667,1.6,4.8,1.78,1.65,3.4,1.65,-0.75,2.0,3.3,3.6,3.35,1.93,Konyaspor,Elazigspor,Konyaspor_Elazigspor_2003
169,3.2,2.4,2.25,2.7,2.3,2.4,2.3,2.6,2.35,3.2,2.625,2.45,2.4,1.77,2.6,3.25,1.71,0.0,1.95,3.2,3.4,3.2,1.95,Rizespor,Denizlispor,Rizespor_Denizlispor_2003
170,3.3,1.8,3.5,1.85,3.75,3.6,3.75,1.833,3.7,3.2,1.833,1.8,3.7,1.86,1.85,3.25,1.71,-0.5,1.95,3.2,3.4,3.2,1.85,Samsunspor,Ankaragucu,Samsunspor_Ankaragucu_2003
171,3.5,3.8,1.57,5.0,1.62,1.61,1.61,4.5,1.6,3.5,4.5,4.5,1.75,1.86,4.5,3.4,1.65,1.0,2.0,3.3,3.75,3.3,1.86,Ankaragucu,Besiktas,Ankaragucu_Besiktas_2003
172,3.1,2.0,3.5,1.8,3.75,3.2,3.6,1.833,3.5,3.4,1.8,2.0,3.2,1.86,1.85,3.4,1.6,-0.5,2.1,3.1,3.4,3.25,1.85,Denizlispor,Samsunspor,Denizlispor_Samsunspor_2003
173,3.25,1.75,4.0,1.75,4.0,4.0,4.0,1.667,4.1,3.4,1.727,1.72,4.0,1.8,1.7,3.4,1.6,-0.75,2.1,3.2,3.6,3.25,1.91,Diyarbakirspor,Konyaspor,Diyarbakirspor_Konyaspor_2003
174,3.6,6.0,1.5,6.5,1.44,1.5,1.444,6.5,1.45,3.6,6.5,5.5,1.4,1.91,6.0,3.75,1.6,1.25,2.1,3.9,3.25,3.5,1.8,Elazigspor,Fenerbahce,Elazigspor_Fenerbahce_2003
175,3.1,1.9,3.6,2.0,3.25,3.2,3.4,1.8,3.2,3.25,1.909,2.0,3.4,1.77,1.95,3.25,1.6,-0.5,2.1,3.2,3.4,3.2,1.95,Gaziantepspor,Genclerbirligi,Gaziantepspor_Genclerbirligi_2003
176,3.6,1.4,7.0,1.44,6.5,6.0,7.0,1.4,6.5,3.75,1.4,1.44,6.0,1.77,1.4,3.75,1.6,-1.25,2.1,3.9,3.75,3.65,1.95,Malatyaspor,Rizespor,Malatyaspor_Rizespor_2003
177,5.0,1.22,11.0,1.28,8.5,11.0,8.0,1.2,8.5,5.0,1.25,1.2,9.5,1.95,1.25,4.5,1.55,-1.75,2.2,4.8,5.0,4.5,1.77,Galatasaray,Bursaspor,Galatasaray_Bursaspor_2003
178,3.2,2.0,3.2,2.0,3.25,3.3,3.4,2.0,3.2,3.25,1.909,1.9,3.2,1.7,2.0,3.25,1.71,-0.5,1.95,3.1,3.2,3.1,2.0,Istanbulspor,A. Sebatspor,Istanbulspor_A. Sebatspor_2003
179,4.0,1.3,7.0,1.25,9.5,8.5,8.0,1.333,8.35,5.0,1.25,1.3,8.0,1.86,1.25,4.75,1.6,-1.5,2.1,4.2,4.333,4.35,1.85,Trabzonspor,Adanaspor,Trabzonspor_Adanaspor_2003
180,3.25,1.9,3.25,2.0,3.25,3.25,3.2,1.909,3.2,3.2,2.0,1.9,3.5,2.0,1.95,3.25,1.65,-0.25,2.0,3.1,3.4,3.2,1.72,Adanaspor,Elazigspor,Adanaspor_Elazigspor_2003
181,3.2,1.9,3.25,2.0,3.25,3.1,3.4,1.909,3.2,3.25,1.909,2.0,3.5,1.95,2.0,3.25,1.65,-0.25,2.0,3.1,3.4,3.1,1.75,Samsunspor,Malatyaspor,Samsunspor_Malatyaspor_2003
182,3.4,3.7,1.909,3.25,2.0,1.75,2.0,3.25,1.8,3.2,3.2,3.7,1.8,1.65,3.7,3.25,1.6,0.25,2.1,3.2,3.4,3.2,2.1,A. Sebatspor,Trabzonspor,A. Sebatspor_Trabzonspor_2003
183,4.0,1.45,8.0,1.33,7.5,7.0,7.0,1.3,6.0,4.0,1.364,1.36,5.4,1.95,1.35,4.33,1.6,-1.25,2.1,3.8,4.333,4.25,1.77,Besiktas,Denizlispor,Besiktas_Denizlispor_2003
184,3.2,2.2,3.2,2.1,3.2,2.7,3.0,2.0,3.0,3.2,2.1,2.2,2.9,2.02,2.1,3.1,1.65,-0.25,2.0,3.0,3.25,3.1,1.7,Bursaspor,Ankaragucu,Bursaspor_Ankaragucu_2003
185,4.33,1.33,7.0,1.33,8.5,8.0,8.0,1.333,7.25,4.333,1.3,1.3,7.5,1.83,1.3,4.0,1.55,-1.5,2.2,4.0,4.333,4.3,1.88,Fenerbahce,Diyarbakirspor,Fenerbahce_Diyarbakirspor_2003
186,3.2,3.1,2.0,2.87,2.2,2.1,2.2,3.0,2.2,3.25,2.75,3.0,2.1,1.92,2.75,3.2,1.55,0.25,2.2,3.0,3.4,3.1,1.79,Genclerbirligi,Galatasaray,Genclerbirligi_Galatasaray_2003
187,3.1,2.3,2.5,2.3,2.7,2.62,2.625,2.4,2.6,3.1,2.375,2.3,2.7,1.95,2.3,3.2,1.71,0.0,1.95,3.0,3.2,3.1,1.75,Konyaspor,Gaziantepspor,Konyaspor_Gaziantepspor_2003
188,3.2,1.9,2.8,2.1,3.1,2.87,3.0,2.1,2.9,3.2,2.1,2.1,3.5,1.92,2.1,3.2,1.65,-0.25,2.0,3.1,3.4,3.1,1.79,Rizespor,Istanbulspor,Rizespor_Istanbulspor_2003
189,3.75,1.35,6.0,1.4,7.5,7.0,8.0,1.444,6.8,3.75,1.364,1.4,7.0,1.87,1.35,3.75,1.55,-1.25,2.2,4.0,3.75,4.0,1.84,Galatasaray,Konyaspor,Galatasaray_Konyaspor_2003
190,3.55,1.6,5.5,1.57,5.0,6.0,5.0,1.5,4.85,3.5,1.571,1.45,4.6,1.86,1.55,3.6,1.65,-1.0,2.0,3.4,3.6,3.5,1.85,Genclerbirligi,Bursaspor,Genclerbirligi_Bursaspor_2003
191,3.4,3.4,1.667,4.0,1.8,1.72,1.909,4.0,1.8,3.2,3.5,4.0,1.9,1.8,3.7,3.2,1.65,0.5,2.0,3.2,3.6,3.2,1.72,Malatyaspor,Besiktas,Malatyaspor_Besiktas_2003
192,3.45,1.7,5.0,1.61,5.0,4.5,4.0,1.571,4.3,3.4,1.727,1.6,4.2,1.85,1.65,3.4,1.65,-0.75,2.0,3.2,3.5,3.35,1.85,Denizlispor,Ankaragucu,Denizlispor_Ankaragucu_2003
193,4.0,1.4,7.0,1.4,7.5,8.5,7.0,1.4,6.8,3.75,1.4,1.3,6.0,1.82,1.35,3.75,1.6,-1.25,2.1,3.9,3.75,4.0,1.89,Diyarbakirspor,Adanaspor,Diyarbakirspor_Adanaspor_2003
194,3.3,3.1,2.1,3.25,2.0,1.9,2.0,3.0,2.05,3.2,3.2,3.3,2.1,1.84,3.0,3.25,1.65,0.25,2.0,3.0,3.2,3.2,1.87,Gaziantepspor,Fenerbahce,Gaziantepspor_Fenerbahce_2003
195,3.1,2.5,2.5,2.4,2.6,2.7,2.5,2.4,2.55,3.1,2.5,2.25,2.5,1.38,2.45,3.2,1.65,-0.5,2.0,3.0,3.25,3.0,2.45,Istanbulspor,Samsunspor,Istanbulspor_Samsunspor_2003
196,3.8,1.4,7.0,1.36,8.5,7.5,5.5,1.4,5.8,3.6,1.5,1.35,6.0,1.89,1.4,3.75,1.6,-1.25,2.1,3.9,3.75,4.0,1.82,Trabzonspor,Rizespor,Trabzonspor_Rizespor_2003
197,3.1,2.4,2.6,2.5,2.5,2.45,2.5,2.5,2.55,3.1,2.5,2.45,2.6,1.85,2.45,3.2,1.71,0.0,1.95,3.0,3.0,3.0,1.85,Elazigspor,A. Sebatspor,Elazigspor_A. Sebatspor_2003
198,3.35,1.75,3.5,1.83,3.75,3.75,3.75,1.833,3.75,3.3,1.8,1.75,4.0,1.76,1.8,3.3,1.65,-0.5,2.0,3.2,3.4,3.3,1.8,Rizespor,Elazigspor,Rizespor_Elazigspor_2003
199,3.4,2.5,2.6,2.5,2.5,2.4,2.625,2.375,2.5,3.1,2.375,2.35,2.5,1.95,2.4,3.2,1.65,0.0,2.0,3.0,3.2,3.2,1.77,Samsunspor,Trabzonspor,Samsunspor_Trabzonspor_2003
200,3.1,2.7,2.5,2.5,2.5,2.25,2.625,2.4,2.55,3.1,2.375,2.7,2.3,1.95,2.35,3.2,1.6,0.0,2.1,3.0,3.25,3.2,1.77,A. Sebatspor,Diyarbakirspor,A. Sebatspor_Diyarbakirspor_2003
201,3.4,3.8,2.0,3.75,1.83,1.9,1.833,3.0,1.8,3.2,3.75,3.15,1.75,1.8,3.6,3.25,1.65,0.5,2.0,3.3,3.4,3.4,1.75,Adanaspor,Gaziantepspor,Adanaspor_Gaziantepspor_2003
202,3.05,1.9,3.0,2.1,3.0,3.25,3.2,2.1,3.2,3.2,2.0,2.0,3.4,1.59,2.0,3.25,1.71,-0.5,1.95,3.2,3.2,3.15,2.0,Ankaragucu,Malatyaspor,Ankaragucu_Malatyaspor_2003
203,5.0,1.35,8.0,1.22,10.0,9.5,11.0,1.286,10.0,5.0,1.2,1.22,7.0,,1.21,5.0,1.6,,2.1,4.0,4.5,5.0,,Besiktas,Istanbulspor,Besiktas_Istanbulspor_2003
204,3.4,2.5,2.6,2.4,2.6,2.35,2.4,2.5,2.6,3.1,2.6,2.4,2.5,1.95,2.35,3.2,1.71,0.0,1.95,3.0,3.0,3.15,1.77,Bursaspor,Denizlispor,Bursaspor_Denizlispor_2003
205,3.25,1.9,4.0,1.83,3.75,3.4,3.5,1.8,3.6,3.0,2.0,1.9,3.4,1.71,1.85,3.3,1.65,-0.5,2.0,3.2,3.2,3.2,1.85,Fenerbahce,Galatasaray,Fenerbahce_Galatasaray_2003
206,3.2,2.5,2.5,2.3,2.7,2.55,2.7,2.4,2.6,3.2,2.3,2.3,2.5,1.95,2.35,3.2,1.6,0.0,2.1,3.0,3.25,3.15,1.77,Konyaspor,Genclerbirligi,Konyaspor_Genclerbirligi_2003
207,3.4,1.6,5.0,1.57,5.5,5.0,5.5,1.571,4.8,3.5,1.533,1.55,4.6,2.02,1.6,3.4,1.6,-0.5,2.1,3.4,3.5,3.5,1.6,Diyarbakirspor,Rizespor,Diyarbakirspor_Rizespor_2003
208,3.1,2.5,2.4,2.6,2.4,2.5,2.5,2.5,2.55,3.1,2.5,2.4,2.5,1.41,2.45,3.2,1.65,-0.5,2.0,3.0,3.25,3.15,2.45,Elazigspor,Samsunspor,Elazigspor_Samsunspor_2003
209,3.3,3.5,1.833,3.75,1.83,1.8,1.909,3.5,1.95,3.2,3.5,3.75,1.9,1.95,3.35,3.3,1.6,0.5,2.1,3.1,3.4,3.25,1.65,Genclerbirligi,Fenerbahce,Genclerbirligi_Fenerbahce_2003
210,3.3,1.7,4.333,1.66,4.5,4.8,4.5,1.667,3.9,3.25,1.667,1.6,4.0,1.82,1.75,3.4,1.65,-0.5,2.0,3.3,3.4,3.4,1.75,Konyaspor,Bursaspor,Konyaspor_Bursaspor_2003
211,5.0,1.2,9.0,1.2,10.0,11.0,11.0,1.2,11.0,5.5,1.167,1.2,10.0,3.67,1.18,5.5,1.55,-0.5,2.2,5.0,5.5,5.5,1.18,Galatasaray,Adanaspor,Galatasaray_Adanaspor_2003
212,3.4,1.55,5.0,1.53,5.5,4.6,5.0,1.533,5.1,3.5,1.571,1.6,4.8,2.11,1.55,3.6,1.6,-0.5,2.1,3.5,3.75,3.6,1.55,Gaziantepspor,A. Sebatspor,Gaziantepspor_A. Sebatspor_2003
213,3.2,2.2,3.2,2.0,3.25,2.8,3.0,2.0,3.15,3.2,2.1,2.15,2.8,1.61,2.0,3.25,1.65,-0.5,2.0,3.1,3.2,3.3,2.0,Istanbulspor,Ankaragucu,Istanbulspor_Ankaragucu_2003
214,3.15,2.1,2.875,2.25,2.8,2.6,2.625,2.25,2.9,3.2,2.3,2.3,3.0,1.25,2.2,3.2,1.71,-0.5,1.95,3.1,3.0,3.1,2.2,Malatyaspor,Denizlispor,Malatyaspor_Denizlispor_2003
215,3.2,2.6,2.2,2.6,2.4,2.25,2.25,2.8,2.35,3.0,2.875,2.75,2.3,2.35,2.6,3.2,1.71,0.5,1.95,3.1,3.2,3.2,1.43,Trabzonspor,Besiktas,Trabzonspor_Besiktas_2003
216,3.15,2.7,2.1,2.75,2.3,2.3,2.25,2.8,2.2,3.2,2.75,2.6,2.3,2.2,2.7,3.2,1.65,0.5,2.0,3.0,3.4,3.1,1.44,Ankaragucu,Trabzonspor,Ankaragucu_Trabzonspor_2003
217,3.25,4.0,1.8,4.0,1.8,1.72,1.727,3.6,1.68,3.4,4.0,4.2,1.7,1.68,4.0,3.25,1.6,0.5,2.1,3.3,3.4,3.3,1.81,A. Sebatspor,Galatasaray,A. Sebatspor_Galatasaray_2003
218,2.95,2.1,2.875,2.37,2.7,3.0,2.625,2.25,2.75,3.2,2.375,2.15,3.1,1.9,2.35,3.1,1.65,-0.25,2.0,3.0,3.0,2.8,1.81,Bursaspor,Malatyaspor,Bursaspor_Malatyaspor_2003
219,3.35,1.7,4.5,1.72,4.33,4.0,4.5,1.615,4.6,3.5,1.615,1.7,4.0,1.75,1.6,3.25,1.71,-0.75,1.95,3.3,3.5,3.25,1.97,Denizlispor,Istanbulspor,Denizlispor_Istanbulspor_2003
220,5.0,1.25,11.0,1.2,10.0,9.5,9.0,1.2,9.0,5.0,1.222,1.22,9.0,3.11,1.21,5.5,1.55,-0.5,2.2,4.5,5.0,4.75,1.21,Fenerbahce,Konyaspor,Fenerbahce_Konyaspor_2003
221,5.0,1.2,8.0,1.2,10.0,11.0,9.0,1.25,9.0,5.0,1.222,1.2,10.0,3.11,1.21,5.5,1.65,-0.5,2.0,5.0,5.0,4.75,1.21,Besiktas,Elazigspor,Besiktas_Elazigspor_2003
222,3.15,2.4,2.5,2.4,2.6,2.65,2.5,2.4,2.55,3.25,2.4,2.25,2.6,1.38,2.35,3.2,1.5,-0.5,2.3,3.0,3.25,3.0,2.35,Rizespor,Gaziantepspor,Rizespor_Gaziantepspor_2003
223,3.15,2.2,2.75,2.2,2.87,2.9,2.75,2.2,2.75,3.25,2.2,2.1,2.9,1.8,2.15,3.2,1.65,-0.25,2.0,3.0,3.25,3.15,1.9,Samsunspor,Diyarbakirspor,Samsunspor_Diyarbakirspor_2003
224,3.5,3.6,1.8,3.6,1.85,1.72,1.8,3.6,1.8,3.3,3.75,3.8,1.85,1.8,3.5,3.4,1.6,0.5,2.1,3.1,3.4,3.25,1.69,Diyarbakirspor,Besiktas,Diyarbakirspor_Besiktas_2003
